ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002714	positive regulation of B cell mediated immunity	4/279	42/18903	0.00334523604918907	0.0170036652638504	0.0114618080495297	TNF/TGFB1/CLCF1/TNFSF13	4
BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	4/279	42/18903	0.00334523604918907	0.0170036652638504	0.0114618080495297	TNF/TGFB1/CLCF1/TNFSF13	4
BP	GO:0010463	mesenchymal cell proliferation	4/279	42/18903	0.00334523604918907	0.0170036652638504	0.0114618080495297	FGF9/PDGFA/CHRD/WNT5A	4
BP	GO:1901654	response to ketone	9/279	205/18903	0.00349911941274914	0.0175699334397373	0.0118435173478403	ADAM15/GAS6/CCL21/SERPINF1/SFRP1/TGFB1/EPO/POSTN/SPP1	9
BP	GO:0045840	positive regulation of mitotic nuclear division	4/279	44/18903	0.0039649613316025	0.0196542537678936	0.0132485132204567	IL1A/TNF/IGF1/IGF2	4
BP	GO:0030277	maintenance of gastrointestinal epithelium	3/279	22/18903	0.00397955576442693	0.0196542537678936	0.0132485132204567	SERPINA3/MUC4/MUC6	3
BP	GO:0050863	regulation of T cell activation	13/279	376/18903	0.00404783085033499	0.0199616576509068	0.01345572762077	IL1A/IL15/IGFBP2/CCL21/LGALS9/ANXA1/EBI3/IGF1/MDK/EPO/IGF2/CCL5/ADAM8	13
BP	GO:0060249	anatomical structure homeostasis	12/279	333/18903	0.00408840744853182	0.0201317563202259	0.0135703875053868	LAMC1/SERPINA3/CTSK/CST4/COMP/CX3CL1/MUC4/LTBP3/LOX/ADAM8/SPP1/MUC6	12
BP	GO:0042698	ovulation cycle	5/279	72/18903	0.00422588783486675	0.0207778051197237	0.0140058752202747	PTN/MMP2/SERPINF1/MDK/ADAMTS1	5
BP	GO:0050764	regulation of phagocytosis	6/279	103/18903	0.00424305479365734	0.0208003974995736	0.0140211042616139	IL15/TNF/TGM2/GAS6/COLEC11/MFGE8	6
BP	GO:0042246	tissue regeneration	5/279	73/18903	0.00448303715089833	0.0218152499004744	0.0147051946172656	ADAM15/PTN/ANXA1/IGF1/MDK	5
BP	GO:0002064	epithelial cell development	9/279	213/18903	0.0044938221037372	0.0218356201780711	0.0147189257868755	IL1A/TNF/HPSE/PLOD3/ADAMTSL4/GDF11/COL18A1/WNT5A/ST14	9
BP	GO:0010893	positive regulation of steroid biosynthetic process	3/279	23/18903	0.00452704540089916	0.0218686032577742	0.014741158977342	IL1A/TNF/WNT4	3
BP	GO:0003158	endothelium development	7/279	139/18903	0.00462360830606091	0.022270043500372	0.0150117612817637	TNF/HPSE/PLOD3/NRG1/COL18A1/ADAMTS12/FSTL1	7
BP	GO:1901655	cellular response to ketone	6/279	105/18903	0.00466103407526976	0.0223526981957502	0.0150674770488126	ADAM15/GAS6/SERPINF1/SFRP1/POSTN/SPP1	6
BP	GO:0007164	establishment of tissue polarity	5/279	74/18903	0.0047511349117214	0.0225559618692771	0.0152044927553238	SFRP1/CTHRC1/GPC6/WNT5A/RSPO3	5
BP	GO:0001659	temperature homeostasis	8/279	178/18903	0.00502941971919718	0.0236913443050021	0.0159698298364268	IL1A/IL15/TNF/IL13/PDGFC/MFAP2/ADAMTS5/LAMA4	8
BP	GO:0051235	maintenance of location	12/279	342/18903	0.00504115037023217	0.0236948388850827	0.0159721854583163	FBN1/TNF/IL13/CCL21/ANXA1/F2/PLOD3/CX3CL1/S100A9/LTBP1/CCL3/FBN2	12
BP	GO:0061484	hematopoietic stem cell homeostasis	3/279	24/18903	0.00511791110794459	0.0240215146896293	0.0161923906498463	CRISPLD1/EMCN/FSTL1	3
BP	GO:0043523	regulation of neuron apoptotic process	9/279	218/18903	0.00521935078604511	0.0244629344915344	0.0164899423223939	TNF/NGF/CX3CL1/MDK/CLCF1/EGLN2/ADAM8/PLXND1/CCL3	9
BP	GO:0002637	regulation of immunoglobulin production	5/279	76/18903	0.0053211629304816	0.0249048488500192	0.0167878273649825	TNF/IL13/TGFB1/CLCF1/TNFSF13	5
BP	GO:0003071	renal system process involved in regulation of systemic arterial blood pressure	3/279	25/18903	0.00575306848327744	0.0265507721215691	0.017897309133179	PCSK5/GAS6/SERPINF2	3
BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	3/279	25/18903	0.00575306848327744	0.0265507721215691	0.017897309133179	PCSK5/CTSZ/SERPINF2	3
BP	GO:0031579	membrane raft organization	3/279	25/18903	0.00575306848327744	0.0265507721215691	0.017897309133179	S100A10/ANXA2/COLEC12	3
BP	GO:0051894	positive regulation of focal adhesion assembly	3/279	26/18903	0.00643336332244732	0.0293223129944603	0.019765545715914	SFRP1/S100A10/WNT4	3
BP	GO:0060669	embryonic placenta morphogenesis	3/279	26/18903	0.00643336332244732	0.0293223129944603	0.019765545715914	IGF2/RSPO3/ST14	3
BP	GO:0071230	cellular response to amino acid stimulus	5/279	80/18903	0.00660337528567305	0.0300558030540469	0.02025997571902	COL5A2/TNF/PDGFD/MMP2/PDGFC	5
BP	GO:0043277	apoptotic cell clearance	4/279	51/18903	0.00673593691494748	0.0305331715774811	0.0205817596579289	TGM2/GAS6/ANXA1/MFGE8	4
BP	GO:0021766	hippocampus development	5/279	82/18903	0.00731939616835121	0.0327738591624819	0.0220921593629175	FGF13/PLXNA3/MDK/ANXA3/TSKU	5
BP	GO:0042176	regulation of protein catabolic process	12/279	361/18903	0.00763352327504646	0.0340881626411994	0.0229781033025406	TNF/TNFSF12/EGLN1/CTSA/ADAM9/NRG1/CST3/ANXA2/WNT5A/EGLN2/ADAM8/TIMP1	12
BP	GO:0048260	positive regulation of receptor-mediated endocytosis	4/279	53/18903	0.0077143992986394	0.0343104130096744	0.0231279175351116	CCL21/SERPINE1/ANXA2/SFRP4	4
BP	GO:0044331	cell-cell adhesion mediated by cadherin	3/279	28/18903	0.00793241348395895	0.0350368715738967	0.0236176077571813	MMP24/WNT5A/SERPINF2	3
BP	GO:0045830	positive regulation of isotype switching	3/279	28/18903	0.00793241348395895	0.0350368715738967	0.0236176077571813	TGFB1/CLCF1/TNFSF13	3
BP	GO:0045834	positive regulation of lipid metabolic process	7/279	154/18903	0.00799412910520324	0.0351762941610605	0.0237115895491681	IL1A/TNF/CCL21/ANXA1/F2/TGFB1/WNT4	7
BP	GO:0046883	regulation of hormone secretion	9/279	234/18903	0.0081637418858723	0.0357798965567569	0.0241184650486768	TNF/ANXA1/SFRP1/LIF/C1QTNF1/FGB/CCL5/SPP1/IL11	9
BP	GO:0051495	positive regulation of cytoskeleton organization	8/279	195/18903	0.00855856295302437	0.0373126282102209	0.0251516467616097	PLXNA3/CCL21/CSF3/SFRP1/CX3CL1/S100A10/WNT4/SERPINF2	8
BP	GO:0003179	heart valve morphogenesis	4/279	55/18903	0.00878195275835607	0.037936660153264	0.0255722933832026	ELN/TGFB1/ADAMTS9/EMILIN1	4
BP	GO:0031103	axon regeneration	4/279	55/18903	0.00878195275835607	0.037936660153264	0.0255722933832026	PTN/MMP2/TNC/SPP1	4
BP	GO:0001542	ovulation from ovarian follicle	2/279	10/18903	0.0090334739377033	0.0384707403601805	0.0259323054582311	MMP2/ADAMTS1	2
BP	GO:0001765	membrane raft assembly	2/279	10/18903	0.0090334739377033	0.0384707403601805	0.0259323054582311	S100A10/ANXA2	2
BP	GO:1905150	regulation of voltage-gated sodium channel activity	2/279	10/18903	0.0090334739377033	0.0384707403601805	0.0259323054582311	FGF13/FGF11	2
BP	GO:0007292	female gamete generation	7/279	159/18903	0.00944296128168431	0.039855559797313	0.0268657827012474	PTN/IGF1/MMP2/POMZP3/MDK/WNT4/ADAMTS1	7
BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	3/279	30/18903	0.00962051896586394	0.0403476517845929	0.0271974914130688	CTSS/CTSV/CTSD	3
BP	GO:0034644	cellular response to UV	5/279	89/18903	0.0102503699120797	0.042633618409	0.0287384127526748	MMP2/HYAL2/HYAL3/MFAP4/TIMP1	5
BP	GO:0048678	response to axon injury	5/279	89/18903	0.0102503699120797	0.042633618409	0.0287384127526748	PTN/MMP2/EPO/TNC/SPP1	5
BP	GO:0071229	cellular response to acid chemical	5/279	89/18903	0.0102503699120797	0.042633618409	0.0287384127526748	COL5A2/TNF/PDGFD/MMP2/PDGFC	5
BP	GO:0060537	muscle tissue development	13/279	422/18903	0.0102557752352868	0.042633618409	0.0287384127526748	FGF9/EFEMP2/EGLN1/ELN/IGF1/GPC1/NRG1/TGFB1/LOX/WNT5A/IGF2/ADAMTS9/SEMA3C	13
BP	GO:0033688	regulation of osteoblast proliferation	3/279	31/18903	0.0105369047618987	0.0435832723214035	0.0293785541979781	HPSE/SFRP1/CTHRC1	3
BP	GO:0150117	positive regulation of cell-substrate junction organization	3/279	31/18903	0.0105369047618987	0.0435832723214035	0.0293785541979781	SFRP1/S100A10/WNT4	3
BP	GO:0045995	regulation of embryonic development	5/279	90/18903	0.0107260009433513	0.0441996726295759	0.0297940564972949	LAMA5/LAMA1/WNT4/LAMA3/LAMA4	5
BP	GO:0001660	fever generation	2/279	11/18903	0.0109340787612021	0.0445577175133225	0.0300354069159805	IL1A/TNF	2
BP	GO:0007614	short-term memory	2/279	11/18903	0.0109340787612021	0.0445577175133225	0.0300354069159805	SERPINF1/MDK	2
BP	GO:2000833	positive regulation of steroid hormone secretion	2/279	11/18903	0.0109340787612021	0.0445577175133225	0.0300354069159805	C1QTNF1/SPP1	2
BP	GO:0030856	regulation of epithelial cell differentiation	7/279	164/18903	0.0110752345850003	0.0450220531225626	0.0303484056454359	IL1A/TNF/IL13/CD109/SERPINE1/LIF/SFRP4	7
BP	GO:0040020	regulation of meiotic nuclear division	3/279	32/18903	0.0115021633061294	0.0462462434750695	0.0311736062488818	WNT4/LIF/WNT5A	3
BP	GO:0042742	defense response to bacterium	12/279	382/18903	0.0116106578204212	0.046569293003362	0.031391367044941	TNF/F2/S100A14/SERPINE1/COCH/FGB/SLPI/ADAMTS5/S100A9/EMILIN1/ANXA3/COLEC12	12
BP	GO:0072091	regulation of stem cell proliferation	5/279	92/18903	0.0117220879553098	0.0469593087701214	0.0316542683538952	FGF9/CD109/LTBP3/FBLN1/WNT5A	5
BP	GO:0002366	leukocyte activation involved in immune response	10/279	293/18903	0.0120401966949808	0.0480591204628366	0.032395627955894	IL13/LGALS9/ANXA1/SEMA4A/TGFB1/MDK/CLCF1/ANXA3/CCL3/TNFSF13	10
BP	GO:0050886	endocrine process	5/279	93/18903	0.0122429530536014	0.0487508202820303	0.032861888049378	PCSK5/C1QTNF1/CTSZ/SPP1/SERPINF2	5
BP	GO:0051928	positive regulation of calcium ion transport	6/279	129/18903	0.0123200843748149	0.0488814858468374	0.03294996691939	IL13/CCL4/F2/CX3CL1/CCL5/CCL3	6
BP	GO:0033032	regulation of myeloid cell apoptotic process	3/279	33/18903	0.012516713752421	0.0493252404623698	0.0332490924399998	GAS6/ANXA1/EPO	3
BP	GO:1900024	regulation of substrate adhesion-dependent cell spreading	4/279	61/18903	0.0125486870977131	0.0493740851442718	0.0332820175981651	S100A10/MDK/FGB/FBLN1	4
BP	GO:0050807	regulation of synapse organization	8/279	209/18903	0.0126452933660815	0.0496951018389117	0.0334984081044214	TNF/NTN1/EGLN1/SEMA4A/GPC6/SRPX2/WNT5A/AGRN	8
CC	GO:0062023	collagen-containing extracellular matrix	133/293	433/19869	3.85851942054319e-146	8.1028907831407e-144	6.86410296917684e-144	S100A6/FREM2/PCOLCE/PODN/THSD4/GDF15/F12/ADAMTS15/ADAMTS10/VWA1/C1QB/EFEMP2/COL5A2/COL14A1/FREM1/OGN/FBN1/ANXA5/S100A4/FRAS1/KAZALD1/CSTB/FBN3/SPON1/LAMC2/NTN1/TGM2/ADAM11/LGALS9/PF4/EGFL6/CTSS/ANXA1/EFEMP1/TNXB/COL4A5/HSPG2/ELN/EDIL3/LAMC1/ANGPTL4/SERPINA3/F2/CBLN4/ADAMTS8/MMP2/ECM1/PLOD3/LAMA5/SULF1/C1QC/FMOD/ADAMTSL4/ANXA7/ANGPT2/FBLN2/SERPINF1/VCAN/GPC1/COL26A1/LAMA1/SFRP1/C17orf58/COL12A1/CTHRC1/COL21A1/TGFBI/COMP/LAMC3/MMRN1/PXDN/S100A10/SERPINB1/MGP/TGFB1/BGN/MFAP4/MDK/SERPINE1/SERPING1/COCH/EMILIN3/ANXA2/FGB/COL18A1/LAMA3/LTBP3/CLEC3B/GPC6/FBLN1/LOX/SRPX2/WNT5A/MATN2/MFAP2/SLPI/LUM/ADAMTS5/ANXA4/MEGF9/TNC/MMP23B/POSTN/S100A9/COL27A1/ADAMTS9/EMILIN1/CTSD/DCN/AGRN/CTSZ/SERPINF2/COL5A3/MFGE8/SPARCL1/LAMB1/LAMB3/LTBP1/C1QA/ADAMTS1/LOXL1/PZP/SERPINA5/HMCN2/SDC2/COL6A2/HAPLN4/F13A1/EGFL7/LTBP4/TIMP1/FBN2/LAMA4	133
CC	GO:0005788	endoplasmic reticulum lumen	45/293	312/19869	2.18358918066226e-31	1.52851242646358e-29	1.2948300755506e-29	VWA1/COL5A2/COL14A1/FBN1/FSTL3/ADAM10/SPON1/ADAMTS7/GAS6/PDGFD/COL4A5/PDGFA/EBI3/LAMC1/F2/PLOD3/ADAMTSL4/VCAN/COL26A1/F10/COL12A1/COL21A1/PDGFC/CST3/SERPING1/WNT4/COL18A1/WNT5A/ADAMTS5/TNC/SERPINA10/COL27A1/CTSZ/SPP1/P4HA1/COL5A3/MFGE8/SPARCL1/LAMB1/LTBP1/FAM20C/SDC2/COL6A2/TIMP1/FSTL1	45
CC	GO:0005581	collagen trimer	26/293	86/19869	2.60079390733185e-27	1.09233344107938e-25	9.25335095450699e-26	EMID1/C1QB/COL5A2/COL14A1/COL4A5/COLEC11/C1QTNF6/C1QC/COL26A1/COL12A1/CTHRC1/COL21A1/CCBE1/C1QTNF1/COL18A1/LOX/LUM/COL27A1/EMILIN1/C1QTNF2/COL5A3/C1QA/C1QTNF5/C1QL1/COLEC12/COL6A2	26
CC	GO:0001527	microfibril	11/293	13/19869	4.51865807861308e-19	1.58153032751458e-17	1.33974248295721e-17	THSD4/ADAMTS10/EFEMP2/FBN1/FBN3/MFAP4/MFAP2/MFAP1/LTBP1/LTBP4/FBN2	11
CC	GO:0034774	secretory granule lumen	29/293	322/19869	6.91838630140903e-15	1.81607640411987e-13	1.53843063807648e-13	LRG1/CSTB/GAS6/PF4/HPSE/PDGFA/IGF1/SERPINA3/ECM1/CTSA/CTSW/MMRN1/SERPINB1/TGFB1/SERPINE1/SERPING1/ANXA2/VEGFB/FGB/CLEC3B/SLPI/IGF2/S100A9/CTSD/CTSZ/S100A11/SERPINF2/F13A1/TIMP1	29
CC	GO:0098637	protein complex involved in cell-matrix adhesion	6/293	14/19869	2.65701676605461e-08	3.71982347247645e-07	3.1511286558823e-07	LAMC1/LAMA1/MMRN1/TNC/EMILIN1/LAMB1	6
CC	GO:0072562	blood microparticle	12/293	145/19869	1.66740746531335e-06	2.05973863362238e-05	1.74484124853224e-05	C1QB/ANXA5/ANGPTL4/SERPINA3/F2/C1QC/TGFB1/SERPING1/FGB/SERPINF2/PZP/F13A1	12
CC	GO:0009897	external side of plasma membrane	16/293	462/19869	0.00146694692761615	0.0123223541919757	0.0104384855059844	ANXA5/TNF/IL13/ANXA1/EBI3/COLEC11/CLEC10A/F2/CTSK/CLEC2B/F10/HYAL2/ADAM9/FGB/MFGE8/SERPINA5	16
CC	GO:0043083	synaptic cleft	3/293	18/19869	0.00219792178738069	0.0170949472351831	0.0144814339987266	LAMA5/PRSS12/C1QL1	3
MF	GO:0005201	extracellular matrix structural constituent	65/287	173/18432	1.26150012137921e-73	3.30513031801352e-71	2.08479493743721e-71	PCOLCE/PODN/THSD4/VWA1/EFEMP2/COL5A2/COL14A1/OGN/FBN1/FRAS1/FBN3/SPON1/LAMC2/EFEMP1/TNXB/COL4A5/HSPG2/ELN/EDIL3/LAMC1/ECM1/LAMA5/FMOD/FBLN2/VCAN/LAMA1/COL12A1/CTHRC1/COL21A1/TGFBI/COMP/MMRN1/PXDN/MGP/BGN/MFAP4/EMILIN3/MUC4/FGB/COL18A1/LAMA3/MUC5AC/FBLN1/SRPX2/MATN2/MFAP2/LUM/TNC/POSTN/COL27A1/EMILIN1/DCN/AGRN/COL5A3/MFGE8/LAMB1/LAMB3/LTBP1/HMCN2/COL6A2/HAPLN4/LTBP4/FBN2/LAMA4/MUC6	65
MF	GO:0048018	receptor ligand activity	63/287	491/18432	1.35036601997288e-39	1.76897948616447e-37	1.11582876387232e-37	GDF15/FGF9/IL1A/OGN/FBN1/FGF13/IL17C/IL15/PTN/LEFTY1/FGF11/IL34/TNF/IL13/GAS6/CCL21/PDGFD/TNFSF12/PF4/CCL4/EFEMP1/PDGFA/FGF18/SEMA4B/EBI3/CLEC11A/CSF3/IGF1/CTF1/F2/WNT9A/TNFSF10/C1QTNF4/SEMA6C/NGF/CX3CL1/SEMA4A/NRG1/CXCL14/GDF11/TGFB1/PDGFC/MDK/WNT4/CCL14/EPO/LIF/VEGFB/CLCF1/CXCL2/WNT5A/IGF2/LTB/SEMA4C/INHBC/ARTN/CCL5/SPP1/IL11/CCL3/SEMA3C/TIMP1/TNFSF13	63
MF	GO:0030546	signaling receptor activator activity	63/287	498/18432	3.2120148356957e-39	2.80515962317424e-37	1.76942571650605e-37	GDF15/FGF9/IL1A/OGN/FBN1/FGF13/IL17C/IL15/PTN/LEFTY1/FGF11/IL34/TNF/IL13/GAS6/CCL21/PDGFD/TNFSF12/PF4/CCL4/EFEMP1/PDGFA/FGF18/SEMA4B/EBI3/CLEC11A/CSF3/IGF1/CTF1/F2/WNT9A/TNFSF10/C1QTNF4/SEMA6C/NGF/CX3CL1/SEMA4A/NRG1/CXCL14/GDF11/TGFB1/PDGFC/MDK/WNT4/CCL14/EPO/LIF/VEGFB/CLCF1/CXCL2/WNT5A/IGF2/LTB/SEMA4C/INHBC/ARTN/CCL5/SPP1/IL11/CCL3/SEMA3C/TIMP1/TNFSF13	63
MF	GO:0004222	metalloendopeptidase activity	26/287	112/18432	1.95866262097562e-23	8.55282677826021e-22	5.39491283321355e-22	ADAMTS15/ADAMTS10/MMP7/ADAM15/ADAM10/ADAMTS7/ADAM11/ADAMTS19/ADAMTS8/ADAMTS6/MMP2/MMP24/ADAM28/ADAM12/ADAM9/MMP16/MMP25/ADAMTS12/MMP17/ADAMTS5/MMP23B/ADAMTS9/ADAM8/MMP26/ADAMTS1/MMP15	26
MF	GO:0005539	glycosaminoglycan binding	33/287	237/18432	5.50229009198875e-22	2.05942857728722e-20	1.29903690893569e-20	PCOLCE/ADAMTS15/HABP2/FGF9/EFEMP2/FBN1/PTN/LAMC2/PF4/TNXB/F2/ADAMTS8/SULF1/VCAN/SFRP1/HYAL2/COMP/BGN/MDK/VEGFB/CLEC3B/ADAMTS5/SERPINA10/POSTN/DCN/AGRN/RSPO3/COL5A3/ADAMTS1/SERPINA5/HAPLN4/LTBP4/FSTL1	33
MF	GO:0005178	integrin binding	28/287	156/18432	6.96974967809937e-22	2.28259301957754e-20	1.43980355192316e-20	ADAM15/FBN1/ADAM10/PTN/IBSP/ADAM11/EGFL6/TNXB/EDIL3/IGF1/ADAMTS8/LAMA5/ANXA7/LGALS8/TGFBI/COMP/ADAM9/CX3CL1/NRG1/LAMA3/FBLN1/IGF2/ADAMTS5/EMILIN1/SPP1/MFGE8/LAMB1/LTBP4	28
MF	GO:0005126	cytokine receptor binding	34/287	273/18432	4.93060642314727e-21	1.29181888286458e-19	8.1484758782539e-20	IL1A/LRG1/IL15/LEFTY1/IL34/TNF/IL13/CCL21/TNFSF12/PF4/CCL4/EBI3/CSF3/CTF1/TNFSF10/ECM1/S100A14/NGF/CX3CL1/PXDN/CXCL14/TGFB1/CCL14/EPO/LIF/VEGFB/CLCF1/CXCL2/LTB/INHBC/CCL5/IL11/CCL3/TNFSF13	34
MF	GO:0005518	collagen binding	19/287	69/18432	5.70261232626765e-19	1.35825857225648e-17	8.5675611026222e-18	PCOLCE/PODN/COL14A1/CTSS/TNXB/PDGFA/CTSK/TGFBI/COMP/ADAM9/CCBE1/COCH/C1QTNF1/LOX/LUM/DCN/COL5A3/SPARCL1/COL6A2	19
MF	GO:0050840	extracellular matrix binding	15/287	56/18432	4.8773606432234e-15	9.12763206088951e-14	5.75748587207575e-14	ADAMTS15/CTSS/ELN/ECM1/FBLN2/GPC1/TGFBI/ADAM9/PXDN/BGN/ADAMTS5/DCN/AGRN/SPP1/SPARCL1	15
MF	GO:0004866	endopeptidase inhibitor activity	23/287	180/18432	8.15613823262819e-15	1.42460547796572e-13	8.98606107033421e-14	CPAMD8/CSTB/GAS6/SERPINA3/SERPINF1/CST4/NGF/SERPINB1/CD109/CST3/SERPINE1/SERPING1/CST7/ANXA2/CRIM1/SLPI/CST2/SERPINA10/SERPINF2/CST1/PZP/SERPINA5/TIMP1	23
MF	GO:1901681	sulfur compound binding	25/287	270/18432	9.35962763656982e-13	1.22611122039065e-11	7.73400809969190e-12	PCOLCE/ADAMTS15/FGF9/EFEMP2/FBN1/PTN/LAMC2/PF4/TNXB/F2/ADAMTS8/SFRP1/COMP/MDK/VEGFB/CLEC3B/ADAMTS5/SERPINA10/POSTN/AGRN/RSPO3/COL5A3/ADAMTS1/SERPINA5/FSTL1	25
MF	GO:0048306	calcium-dependent protein binding	15/287	81/18432	1.72486759046308e-12	2.15197766048252e-11	1.35741459500102e-11	S100A6/S100A2/S100A4/S100A3/ANXA1/S100A14/ANXA7/S100A1/S100A10/ANXA2/S100A7A/ANXA4/S100A9/S100A11/ANXA3	15
MF	GO:0097493	structural molecule activity conferring elasticity	7/287	11/18432	6.45514383987423e-11	7.68748948203204e-10	4.84907934382897e-10	FBN1/ELN/LAMC1/FBLN2/EMILIN3/EMILIN1/FBN2	7
MF	GO:0031418	L-ascorbic acid binding	8/287	20/18432	3.3579878632542e-10	3.82518617466348e-09	2.41283338458082e-09	OGFOD2/PLOD2/EGLN1/PLOD3/OGFOD1/P4HTM/EGLN2/P4HA1	8
MF	GO:0030246	carbohydrate binding	20/287	275/18432	1.27709286016318e-08	1.2392530717139e-07	7.81690366649587e-08	FREM1/OGFOD2/PTN/LGALS9/PLOD2/EGLN1/CLEC11A/COLEC11/CLEC10A/PLOD3/LGALS2/LGALS8/VCAN/OGFOD1/CLEC2B/CLEC3B/P4HTM/EGLN2/P4HA1/COLEC12	20
MF	GO:0048029	monosaccharide binding	11/287	72/18432	1.40272316224567e-08	1.31254810181559e-07	8.27923069445751e-08	OGFOD2/LGALS9/PLOD2/EGLN1/COLEC11/PLOD3/OGFOD1/P4HTM/EGLN2/P4HA1/COLEC12	11
MF	GO:0019838	growth factor binding	14/287	132/18432	1.90019781417485e-08	1.71673043901314e-07	1.08287134963866e-07	KAZALD1/IGFBP2/PDGFA/GPC1/HYAL2/PXDN/CD109/IGFALS/LTBP3/SRPX2/LTBP1/TSKU/IGFBP6/LTBP4	14
MF	GO:0002020	protease binding	14/287	139/18432	3.68874944008738e-08	3.22150784434298e-07	2.03204793717094e-07	CSTB/TNF/ECM1/ADAMTSL4/COMP/CCBE1/CST3/SERPINE1/ANXA2/SERPINF2/FAM20C/PZP/SERPINA5/TIMP1	14
MF	GO:0017171	serine hydrolase activity	15/287	196/18432	4.56254083162422e-07	3.51584028789866e-06	2.2177056054644e-06	F12/HABP2/MMP7/PCSK5/CTSS/F2/HTRA3/MMP2/CTSA/CTSK/F10/PRSS12/CTSV/ADAM8/ST14	15
MF	GO:0031543	peptidyl-proline dioxygenase activity	5/287	12/18432	6.40198979186724e-07	4.65922590408116e-06	2.9389251383718e-06	EGLN1/OGFOD1/P4HTM/EGLN2/P4HA1	5
MF	GO:0043394	proteoglycan binding	7/287	36/18432	1.16954573978328e-06	8.06371010061101e-06	5.08639005944527e-06	HPSE/CTSS/CTSK/COMP/TNC/AGRN/COL5A3	7
MF	GO:0070851	growth factor receptor binding	12/287	140/18432	2.00085595401694e-06	1.31056064988109e-05	8.26669433633313e-06	FGF9/IL1A/PDGFD/EFEMP1/PDGFA/FGF18/CSF3/ECM1/PDGFC/VEGFB/ARTN/IL11	12
MF	GO:0043236	laminin binding	6/287	28/18432	3.81945784866554e-06	2.3826141817866e-05	1.50289444170549e-05	CTSS/ECM1/GPC1/ADAM9/PXDN/AGRN	6
MF	GO:0001968	fibronectin binding	6/287	31/18432	7.17719152388262e-06	4.27369131649374e-05	2.69573940011859e-05	FSTL3/CTSS/MMP2/CTSK/FBLN1/IGFBP6	6
MF	GO:0030215	semaphorin receptor binding	5/287	23/18432	2.36313981659717e-05	0.000131732474882651	8.30936060931145e-05	SEMA4B/SEMA6C/SEMA4A/SEMA4C/SEMA3C	5
MF	GO:0044548	S100 protein binding	4/287	14/18432	5.09479084758629e-05	0.000266967040413522	0.000168396244857063	S100A6/S100A1/ANXA2/S100A11	4
MF	GO:0043177	organic acid binding	10/287	137/18432	5.77080218282831e-05	0.000296460818019807	0.000187000194572558	OGFOD2/PLOD2/EGLN1/PLOD3/OGFOD1/P4HTM/EGLN2/S100A9/P4HA1/SERPINA5	10
MF	GO:0031406	carboxylic acid binding	11/287	171/18432	7.85525704146262e-05	0.000395784104781386	0.000249650881682112	OGFOD2/PLOD2/EGLN1/PLOD3/OGFOD1/P4HTM/EGLN2/S100A9/AGRN/P4HA1/SERPINA5	11
MF	GO:0005544	calcium-dependent phospholipid binding	6/287	54/18432	0.000186514243424682	0.000828249691140115	0.000522439540012045	ANXA5/ANXA1/ANXA7/ANXA2/ANXA4/ANXA3	6
MF	GO:0017147	Wnt-protein binding	4/287	30/18432	0.00114646227417992	0.00469332993492407	0.00296043712247119	SFRP1/CTHRC1/SFRP4/SFRP5	4
MF	GO:0019842	vitamin binding	8/287	149/18432	0.00235404447494337	0.00934484321871459	0.00589449732960301	OGFOD2/PLOD2/EGLN1/PLOD3/OGFOD1/P4HTM/EGLN2/P4HA1	8
MF	GO:0098641	cadherin binding involved in cell-cell adhesion	3/287	18/18432	0.002563318595391	0.00987631576459475	0.00622973714359733	ANXA1/ANXA2/S100A11	3
MF	GO:0005506	iron ion binding	8/287	153/18432	0.00277359484967922	0.0105316210234196	0.00664308758809515	OGFOD2/PLOD2/EGLN1/PLOD3/OGFOD1/P4HTM/EGLN2/P4HA1	8
MF	GO:0008238	exopeptidase activity	6/287	98/18432	0.00430511780463305	0.0161134409259123	0.0101639623357502	ADAM10/CTSA/MMP16/MMP17/CTSZ/MMP15	6
MF	GO:0030971	receptor tyrosine kinase binding	5/287	77/18432	0.00701383805814355	0.0254710831081301	0.0160665329368277	GAS6/ANGPT2/HYAL2/NRG1/ARTN	5
MF	GO:0070006	metalloaminopeptidase activity	3/287	26/18432	0.00745184271446476	0.0263835512322941	0.0166420953936126	MMP16/MMP17/MMP15	3
MF	GO:0030295	protein kinase activator activity	6/287	115/18432	0.00925715499732873	0.0319128238065806	0.0201298245786788	FGF13/GAS6/NRG1/EPO/IGF2/CCL5	6
MF	GO:0050786	RAGE receptor binding	2/287	10/18432	0.010011418405041	0.0336280977194968	0.0212117771874689	S100A4/S100A9	2
MF	GO:0017154	semaphorin receptor activity	2/287	12/18432	0.014385464586374	0.0459633136784143	0.0289925281137447	PLXNA3/PLXND1	2
MF	GO:0005507	copper ion binding	4/287	61/18432	0.0150010161802419	0.047352605291848	0.0298688591033352	IL1A/GPC1/LOX/LOXL1	4
