ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1903706	regulation of hemopoiesis	19/246	413/18903	2.14575120177652e-06	3.84089465117998e-05	2.56360801475406e-05	FBN1/FSTL3/IL15/PTN/TNF/GAS6/LGALS9/PF4/ANXA1/CSF3/C1QC/SFRP1/TGFB1/MDK/LIF/LOX/P4HTM/ADAM8/CCL3	19
BP	GO:0050678	regulation of epithelial cell proliferation	19/246	414/18903	2.22314642560406e-06	3.95744628911396e-05	2.64140049288112e-05	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/LAMA5/SULF1/SERPINF1/SFRP1/TGFB1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	19
BP	GO:0046849	bone remodeling	9/246	89/18903	2.37714620100991e-06	4.2083324503593e-05	2.80885464931362e-05	PTN/CTSK/SFRP1/CTHRC1/TGFB1/MDK/LTBP3/ADAM8/SPP1	9
BP	GO:0044344	cellular response to fibroblast growth factor stimulus	10/246	114/18903	2.41581853226647e-06	4.25342476008883e-05	2.83895154525188e-05	FGF9/FGF18/SULF1/GPC1/SFRP1/HYAL2/WNT4/WNT5A/CCL5/FAM20C	10
BP	GO:0070613	regulation of protein processing	8/246	67/18903	2.46985871270708e-06	4.32493737627294e-05	2.88668269454265e-05	F12/S100A10/CST7/ANXA2/CLEC3B/ADAM8/SERPINF2/SPON1	8
BP	GO:0071356	cellular response to tumor necrosis factor	14/246	234/18903	2.48803236168976e-06	4.3332109564132e-05	2.89220490181063e-05	TNF/ADAMTS7/GAS6/CCL21/CCL4/CTSK/SFRP1/HYAL2/CX3CL1/HYAL3/CCL14/ADAMTS12/CCL5/CCL3	14
BP	GO:0048640	negative regulation of developmental growth	10/246	115/18903	2.61602785071798e-06	4.53163534140501e-05	3.02464340634795e-05	GDF15/PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/SEMA3C	10
BP	GO:0010755	regulation of plasminogen activation	5/246	18/18903	2.67389158659466e-06	4.60710090481711e-05	3.07501295322988e-05	F12/S100A10/ANXA2/CLEC3B/SERPINF2	5
BP	GO:0001763	morphogenesis of a branching structure	13/246	203/18903	2.70792889110098e-06	4.64092919528051e-05	3.09759167106344e-05	TNF/PDGFA/LAMA5/SULF1/LAMA1/SFRP1/MDK/WNT4/WNT5A/PLXND1/RSPO3/ST14/SEMA3C	13
BP	GO:0007160	cell-matrix adhesion	14/246	238/18903	3.03309866101009e-06	5.17071105067434e-05	3.45119496766562e-05	EFEMP2/FREM1/CCL21/TNXB/SFRP1/ADAM9/CX3CL1/S100A10/WNT4/FGB/ADAMTS12/ADAMTS9/EMILIN1/COL5A3	14
BP	GO:0050922	negative regulation of chemotaxis	8/246	69/18903	3.09620170367825e-06	5.2230166959431e-05	3.48610640981795e-05	PLXNA3/SEMA4B/SEMA6C/ANGPT2/SEMA4A/WNT5A/SEMA4C/SEMA3C	8
BP	GO:2000401	regulation of lymphocyte migration	8/246	69/18903	3.09620170367825e-06	5.2230166959431e-05	3.48610640981795e-05	ADAM10/CCL21/CCL4/ECM1/WNT5A/CCL5/ADAM8/CCL3	8
BP	GO:0061037	negative regulation of cartilage development	6/246	32/18903	3.11892709990334e-06	5.2245248144257e-05	3.48711300462992e-05	ADAMTS7/EFEMP1/WNT9A/CTSK/LTBP3/ADAMTS12	6
BP	GO:0035987	endodermal cell differentiation	7/246	49/18903	3.12952603719479e-06	5.2245248144257e-05	3.48711300462992e-05	COL5A2/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	7
BP	GO:0042063	gliogenesis	16/246	310/18903	3.26787067026654e-06	5.42736046371071e-05	3.6224958108272e-05	PTN/TNF/NTN1/ANXA1/F2/MMP24/GPC1/LAMC3/CX3CL1/TGFB1/MDK/LIF/CLCF1/LAMB1/C1QA/CCL3	16
BP	GO:0030516	regulation of axon extension	9/246	93/18903	3.43839104281646e-06	5.68127996920751e-05	3.79197457515467e-05	PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/MEGF8/SEMA3C	9
BP	GO:0002523	leukocyte migration involved in inflammatory response	5/246	19/18903	3.59042159518828e-06	5.87225298461758e-05	3.91943965747777e-05	PTN/TNF/CX3CL1/MDK/ADAM8	5
BP	GO:0048245	eosinophil chemotaxis	5/246	19/18903	3.59042159518828e-06	5.87225298461758e-05	3.91943965747777e-05	CCL21/CCL4/CX3CL1/CCL5/CCL3	5
BP	GO:0002063	chondrocyte development	6/246	33/18903	3.77072867047035e-06	6.13600392740175e-05	4.09548042199411e-05	FGF18/ECM1/SULF1/COMP/COL27A1/TSKU	6
BP	GO:0071774	response to fibroblast growth factor	10/246	120/18903	3.84872144668508e-06	6.20627996388743e-05	4.14238621523801e-05	FGF9/FGF18/SULF1/GPC1/SFRP1/HYAL2/WNT4/WNT5A/CCL5/FAM20C	10
BP	GO:0002548	monocyte chemotaxis	8/246	71/18903	3.85243945616848e-06	6.20627996388743e-05	4.14238621523801e-05	CCL21/ANXA1/CCL4/S100A14/CX3CL1/CCL14/CCL5/CCL3	8
BP	GO:0051962	positive regulation of nervous system development	15/246	279/18903	4.06192441544469e-06	6.51120421222029e-05	4.34590813341372e-05	PLXNA3/PTN/TNF/NTN1/SERPINF1/NGF/CX3CL1/SEMA4A/TGFB1/MDK/LIF/CLCF1/AGRN/PLXND1/MEGF8	15
BP	GO:0016525	negative regulation of angiogenesis	11/246	149/18903	4.12474921780868e-06	6.51753965176668e-05	4.35013672728914e-05	TNF/PF4/HSPG2/SULF1/ANGPT2/SERPINF1/SEMA4A/ADAMTS9/EMILIN1/DCN/ADAMTS1	11
BP	GO:0030850	prostate gland development	7/246	51/18903	4.12561373759473e-06	6.51753965176668e-05	4.35013672728914e-05	ANXA1/MMP2/SULF1/SERPINF1/SFRP1/WNT5A/TNC	7
BP	GO:0050808	synapse organization	19/246	432/18903	4.12656141825078e-06	6.51753965176668e-05	4.35013672728914e-05	C1QB/ADAM10/TNF/NTN1/EGLN1/COL4A5/CBLN4/C1QC/CX3CL1/SEMA4A/GPC6/WNT5A/TNC/AGRN/PLXND1/SPARCL1/C1QA/C1QL1/HAPLN4	19
BP	GO:0035567	non-canonical Wnt signaling pathway	8/246	72/18903	4.28578510440882e-06	6.70330077980835e-05	4.47412313148044e-05	SFRP1/CTHRC1/WNT4/SFRP4/GPC6/WNT5A/SFRP5/RSPO3	8
BP	GO:1903317	regulation of protein maturation	8/246	72/18903	4.28578510440882e-06	6.70330077980835e-05	4.47412313148044e-05	F12/S100A10/CST7/ANXA2/CLEC3B/ADAM8/SERPINF2/SPON1	8
BP	GO:0007409	axonogenesis	19/246	438/18903	5.0319953317012e-06	7.83241012499579e-05	5.2277480105088e-05	S100A6/PLXNA3/LAMC2/NTN1/SEMA4B/LAMA5/SEMA6C/LAMA1/NGF/SEMA4A/LAMA3/WNT5A/SEMA4C/ARTN/SPP1/PLXND1/TSKU/MEGF8/SEMA3C	19
BP	GO:0050673	epithelial cell proliferation	20/246	481/18903	5.31250092602801e-06	8.18788289321761e-05	5.46500857618465e-05	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/LAMA5/SULF1/SERPINF1/SFRP1/SERPINB1/TGFB1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	20
BP	GO:0060349	bone morphogenesis	9/246	98/18903	5.31713147542088e-06	8.18788289321761e-05	5.46500857618465e-05	FREM1/FGF18/COMP/MMP16/LTBP3/SFRP4/COL27A1/TSKU/MEGF8	9
BP	GO:0016485	protein processing	14/246	250/18903	5.36202138568875e-06	8.18788289321761e-05	5.46500857618465e-05	F12/ADAM10/CTSS/COMP/PRSS12/S100A10/MMP16/CST7/ANXA2/FGB/CLEC3B/ADAM8/SERPINF2/SPON1	14
BP	GO:0071695	anatomical structure maturation	14/246	250/18903	5.36202138568875e-06	8.18788289321761e-05	5.46500857618465e-05	IL15/ADAMTS7/CCL21/IGF1/MMP2/CX3CL1/GDF11/EPO/WNT5A/ADAMTS12/AGRN/C1QA/FAM20C/C1QL1	14
BP	GO:0051251	positive regulation of lymphocyte activation	18/246	400/18903	5.43491936580821e-06	8.26005197954437e-05	5.51317788696434e-05	IL1A/IL15/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/IGF2/CCL5/ADAM8/TNFSF13	18
BP	GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	4/246	10/18903	5.5274746513994e-06	8.36127855718727e-05	5.5807416421097e-05	EGLN1/P4HTM/EGLN2/P4HA1	4
BP	GO:0048762	mesenchymal cell differentiation	14/246	252/18903	5.8761494242187e-06	8.83102155159352e-05	5.89427195592981e-05	LRG1/S100A4/SEMA4B/IGF1/LAMA5/SEMA6C/SFRP1/SEMA4A/TGFB1/MDK/WNT4/WNT5A/SEMA4C/SEMA3C	14
BP	GO:0002573	myeloid leukocyte differentiation	13/246	218/18903	5.92023791168281e-06	8.83102155159352e-05	5.89427195592981e-05	FBN1/FSTL3/IL15/TNF/PF4/CSF3/C1QC/SFRP1/TGFB1/ANXA2/LIF/CCL3/FAM20C	13
BP	GO:0044706	multi-multicellular organism process	13/246	218/18903	5.92023791168281e-06	8.83102155159352e-05	5.89427195592981e-05	PTN/IGFBP2/LGALS9/MMP2/ANGPT2/HYAL3/WNT4/EPO/LIF/FBLN1/SPP1/PZP/TIMP1	13
BP	GO:0043405	regulation of MAP kinase activity	12/246	186/18903	6.1014603268604e-06	9.02306718295462e-05	6.02245295657365e-05	TNF/PDGFD/TNXB/PDGFA/FGF18/SFRP1/HYAL2/ADAM9/TGFB1/PDGFC/WNT5A/ADAM8	12
BP	GO:0032330	regulation of chondrocyte differentiation	7/246	54/18903	6.1049926936192e-06	9.02306718295462e-05	6.02245295657365e-05	ADAMTS7/EFEMP1/FGF18/WNT9A/MDK/LTBP3/ADAMTS12	7
BP	GO:0001819	positive regulation of cytokine production	20/246	486/18903	6.19240161764401e-06	9.11046484568447e-05	6.08078659209167e-05	IL1A/IL15/TNF/IL13/LGALS9/PF4/ANXA1/EBI3/C1QTNF4/SULF1/HYAL2/CX3CL1/TGFB1/MDK/WNT5A/LUM/LTB/ADAM8/SERPINF2/CCL3	20
BP	GO:0030324	lung development	12/246	187/18903	6.44569523641837e-06	9.44001365988182e-05	6.30074419521662e-05	FGF9/TNF/IL13/PDGFA/FGF18/PLOD3/LAMA5/LAMA1/LIF/LTBP3/LOX/WNT5A	12
BP	GO:0030308	negative regulation of cell growth	12/246	188/18903	6.80687198082708e-06	9.92386494218319e-05	6.62369109637043e-05	PLXNA3/NTN1/SEMA4B/SEMA6C/SFRP1/HYAL2/SEMA4A/TGFB1/WNT5A/SEMA4C/SPP1/SEMA3C	12
BP	GO:0070997	neuron death	17/246	368/18903	7.07072642240495e-06	0.000102160899251071	6.81873688032727e-05	TNF/IL13/EGLN1/CSF3/SERPINF1/NGF/CX3CL1/MDK/EPO/CLCF1/WNT5A/EGLN2/CCL5/ADAM8/PLXND1/C1QA/CCL3	17
BP	GO:0071692	protein localization to extracellular region	17/246	368/18903	7.07072642240495e-06	0.000102160899251071	6.81873688032727e-05	IL1A/FBN1/TNF/IL13/ANXA1/IGF1/CBLN4/SFRP1/COMP/ADAM9/TGFB1/FGB/CCL5/ADAM8/LTBP1/C1QTNF5/FBN2	17
BP	GO:0048568	embryonic organ development	19/246	449/18903	7.17004879794357e-06	0.000102899197823133	6.86801467387568e-05	FGF9/FBN1/TNF/NTN1/EFEMP1/EGLN1/PDGFA/CTHRC1/TGFB1/PDGFC/MMP16/LIF/WNT5A/MFAP2/IGF2/RSPO3/ST14/MEGF8/FBN2	19
BP	GO:0007565	female pregnancy	12/246	189/18903	7.18569817200649e-06	0.000102899197823133	6.86801467387568e-05	PTN/IGFBP2/LGALS9/MMP2/ANGPT2/WNT4/EPO/LIF/FBLN1/SPP1/PZP/TIMP1	12
BP	GO:0048638	regulation of developmental growth	16/246	332/18903	7.79937710924506e-06	0.000111192889584016	7.4215777522998e-05	GDF15/FGF9/PLXNA3/NTN1/SEMA4B/IGF1/SEMA6C/NGF/SEMA4A/WNT5A/IGF2/SEMA4C/AGRN/SPP1/MEGF8/SEMA3C	16
BP	GO:0071621	granulocyte chemotaxis	10/246	130/18903	7.8862513136221e-06	0.000111445183037239	7.43841709775159e-05	CCL21/PF4/ANXA1/CCL4/S100A14/CX3CL1/MDK/CCL14/CCL5/CCL3	10
BP	GO:1990266	neutrophil migration	10/246	130/18903	7.8862513136221e-06	0.000111445183037239	7.43841709775159e-05	IL1A/CCL21/PF4/CCL4/CX3CL1/MDK/CCL14/CCL5/ADAM8/CCL3	10
BP	GO:0030323	respiratory tube development	12/246	191/18903	7.9992498285427e-06	0.000112548397150937	7.51205120648712e-05	FGF9/TNF/IL13/PDGFA/FGF18/PLOD3/LAMA5/LAMA1/LIF/LTBP3/LOX/WNT5A	12
BP	GO:0031099	regeneration	12/246	192/18903	8.43551282208299e-06	0.000118170531794571	7.8873010048126e-05	PTN/TNF/GAS6/ANXA1/IGF1/MMP2/ANGPT2/MDK/TNC/SERPINA10/SPP1/ANXA3	12
BP	GO:0098883	synapse pruning	4/246	11/18903	8.59726066226017e-06	0.000119915038328148	8.00373822419573e-05	C1QB/C1QC/CX3CL1/C1QA	4
BP	GO:0050727	regulation of inflammatory response	18/246	414/18903	8.70400892229159e-06	0.000120880675636308	8.06818975873037e-05	F12/IL15/TNF/IL13/ANXA1/IGF1/LGALS2/SERPINF1/HYAL2/CX3CL1/MDK/CST7/WNT5A/ADAMTS12/TNC/CCL5/ADAM8/CCL3	18
BP	GO:0051604	protein maturation	16/246	336/18903	9.06119411962415e-06	0.000125301147868794	8.36323450932557e-05	F12/ADAM10/CTSS/COMP/PRSS12/S100A10/MMP16/CST7/ANXA2/FGB/CLEC3B/FBLN1/ADAM8/SERPINF2/SPON1/F13A1	16
BP	GO:0001706	endoderm formation	7/246	58/18903	9.91654658674354e-06	0.000135962183414841	9.07480612618905e-05	COL5A2/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	7
BP	GO:0033619	membrane protein proteolysis	7/246	58/18903	9.91654658674354e-06	0.000135962183414841	9.07480612618905e-05	MMP7/ADAM10/TNF/ADAM9/TGFB1/ADAM8/TIMP1	7
BP	GO:0032496	response to lipopolysaccharide	16/246	339/18903	1.01240045436646e-05	0.000138218401015624	9.22539753911985e-05	IL1A/TNF/IL13/LGALS9/PF4/CSF3/S100A14/ADAM9/CX3CL1/TGFB1/EPO/WNT5A/SLPI/CCL5/CCL3/LOXL1	16
BP	GO:0050769	positive regulation of neurogenesis	13/246	231/18903	1.10585386958101e-05	0.000150340133662026	0.000100344634934666	PLXNA3/PTN/TNF/NTN1/SERPINF1/NGF/CX3CL1/TGFB1/MDK/LIF/CLCF1/PLXND1/MEGF8	13
BP	GO:0014812	muscle cell migration	9/246	108/18903	1.18073395714666e-05	0.000159845580249014	0.00010668905238614	FGF9/PDGFD/ANXA1/PDGFA/IGF1/MDK/CCL5/S100A11/ADAMTS1	9
BP	GO:0007492	endoderm development	8/246	83/18903	1.24894705280911e-05	0.000168372694734349	0.000112380481342832	COL5A2/LAMC1/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	8
BP	GO:0010720	positive regulation of cell development	15/246	307/18903	1.27988699419417e-05	0.000171824828970567	0.000114684610927135	PLXNA3/PTN/TNF/NTN1/SERPINF1/NGF/CX3CL1/S100A10/TGFB1/MDK/LIF/FGB/CLCF1/PLXND1/MEGF8	15
BP	GO:0007162	negative regulation of cell adhesion	15/246	308/18903	1.33001459290097e-05	0.000177813569225183	0.000118681800100313	ADAM10/PLXNA3/CCL21/LGALS9/ANXA1/MMP2/ANGPT2/TGFBI/CX3CL1/TGFB1/MDK/C1QTNF1/FBLN1/PLXND1/MUC1	15
BP	GO:0007568	aging	11/246	169/18903	1.37398812412378e-05	0.000182933460162265	0.000122099075145058	IL15/IGFBP2/MMP2/SERPINF1/HYAL2/COMP/CX3CL1/SERPING1/EPO/C1QA/TIMP1	11
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	9/246	111/18903	1.47468055289744e-05	0.00019553171775455	0.000130507791620943	TNF/PDGFD/PDGFA/CSF3/IGF1/F2/PDGFC/CCL5/DCN	9
BP	GO:0034103	regulation of tissue remodeling	8/246	85/18903	1.49017126640599e-05	0.000196775894277053	0.000131338218173746	IL15/SFRP1/TGFB1/CST3/MDK/LTBP3/ADAM8/SPP1	8
BP	GO:0032331	negative regulation of chondrocyte differentiation	5/246	25/18903	1.5390880019572e-05	0.000202405777236984	0.000135095887776522	ADAMTS7/EFEMP1/WNT9A/LTBP3/ADAMTS12	5
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	14/246	275/18903	1.5810289333784e-05	0.000207076228591269	0.000138213184034749	IL1A/IL15/TNF/IGFBP2/CCL21/LGALS9/ANXA1/EBI3/IGF1/MDK/EPO/IGF2/CCL5/ADAM8	14
BP	GO:0060485	mesenchyme development	15/246	313/18903	1.6077261648373e-05	0.000209720392838291	0.000139978033443964	FGF9/LRG1/S100A4/SEMA4B/IGF1/LAMA5/SEMA6C/SFRP1/SEMA4A/TGFB1/MDK/WNT4/WNT5A/SEMA4C/SEMA3C	15
BP	GO:2000241	regulation of reproductive process	12/246	206/18903	1.7137635935265e-05	0.000222075392891966	0.000148224387493315	FGF9/IL1A/IGF1/SULF1/POMZP3/SERPINF1/SFRP1/HYAL3/WNT4/LIF/WNT5A/TIMP1	12
BP	GO:0010977	negative regulation of neuron projection development	10/246	142/18903	1.71622510335505e-05	0.000222075392891966	0.000148224387493315	PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/TSKU/SEMA3C	10
BP	GO:0014910	regulation of smooth muscle cell migration	8/246	87/18903	1.7694275019164e-05	0.000228043816446985	0.000152208016270114	FGF9/PDGFD/PDGFA/IGF1/MDK/CCL5/S100A11/ADAMTS1	8
BP	GO:1902105	regulation of leukocyte differentiation	15/246	317/18903	1.86570328124522e-05	0.000239493863433151	0.00015985035871604	FBN1/FSTL3/IL15/TNF/GAS6/LGALS9/PF4/ANXA1/C1QC/SFRP1/TGFB1/MDK/LIF/ADAM8/CCL3	15
BP	GO:0060343	trabecula formation	5/246	26/18903	1.88539574185446e-05	0.000240108501195852	0.000160260599151598	EGLN1/MMP2/SFRP1/ADAMTS1/FBN2	5
BP	GO:0060740	prostate gland epithelium morphogenesis	5/246	26/18903	1.88539574185446e-05	0.000240108501195852	0.000160260599151598	MMP2/SULF1/SFRP1/WNT5A/TNC	5
BP	GO:0050918	positive chemotaxis	7/246	64/18903	1.91746792635599e-05	0.000243199106697638	0.000162323426111037	ANGPT2/CX3CL1/VEGFB/WNT5A/ARTN/CCL5/CCL3	7
BP	GO:0033627	cell adhesion mediated by integrin	8/246	88/18903	1.92476015542823e-05	0.000243199106697638	0.000162323426111037	FBN1/CCL21/MMRN1/ADAM9/LIF/CCL5/EMILIN1/MUC1	8
BP	GO:0044703	multi-organism reproductive process	12/246	209/18903	1.97918020539927e-05	0.000249098383663924	0.000166260902945342	PTN/IGFBP2/LGALS9/MMP2/ANGPT2/WNT4/EPO/LIF/FBLN1/SPP1/PZP/TIMP1	12
BP	GO:0002237	response to molecule of bacterial origin	16/246	360/18903	2.12395540840916e-05	0.000266279545754642	0.000177728482464874	IL1A/TNF/IL13/LGALS9/PF4/CSF3/S100A14/ADAM9/CX3CL1/TGFB1/EPO/WNT5A/SLPI/CCL5/CCL3/LOXL1	16
BP	GO:0006509	membrane protein ectodomain proteolysis	6/246	44/18903	2.13222329772303e-05	0.000266279979273783	0.00017772877181755	MMP7/ADAM10/TNF/ADAM9/ADAM8/TIMP1	6
BP	GO:0060541	respiratory system development	12/246	211/18903	2.17542560432096e-05	0.000270626304908191	0.000180629730121021	FGF9/TNF/IL13/PDGFA/FGF18/PLOD3/LAMA5/LAMA1/LIF/LTBP3/LOX/WNT5A	12
BP	GO:0043406	positive regulation of MAP kinase activity	9/246	117/18903	2.25284155881045e-05	0.000279179057787971	0.000186338271443309	TNF/PDGFD/PDGFA/FGF18/ADAM9/TGFB1/PDGFC/WNT5A/ADAM8	9
BP	GO:0006029	proteoglycan metabolic process	8/246	90/18903	2.26993980394526e-05	0.000280220155107725	0.000187033152629972	ADAMTS7/FAM20B/IGF1/SULF1/GPC1/BGN/ADAMTS12/DCN	8
BP	GO:0071346	cellular response to interferon-gamma	9/246	118/18903	2.4115611064095e-05	0.000296566789498146	0.00019794372601023	TNF/CCL21/LGALS9/CCL4/CX3CL1/CCL14/WNT5A/CCL5/CCL3	9
BP	GO:0045926	negative regulation of growth	13/246	249/18903	2.44747256335526e-05	0.00029983865395934	0.00020012753439803	GDF15/PLXNA3/NTN1/SEMA4B/SEMA6C/SFRP1/HYAL2/SEMA4A/TGFB1/WNT5A/SEMA4C/SPP1/SEMA3C	13
BP	GO:0045637	regulation of myeloid cell differentiation	12/246	214/18903	2.50156009399933e-05	0.000305304038744918	0.000203775409570998	FBN1/FSTL3/TNF/PF4/CSF3/C1QC/SFRP1/TGFB1/LIF/LOX/P4HTM/CCL3	12
BP	GO:0031638	zymogen activation	7/246	67/18903	2.5968653079298e-05	0.000315739623477351	0.000210740648425048	F12/PRSS12/S100A10/ANXA2/FGB/CLEC3B/SERPINF2	7
BP	GO:0050870	positive regulation of T cell activation	13/246	251/18903	2.66105814517111e-05	0.000322328170817343	0.000215138179287082	IL1A/IL15/IGFBP2/CCL21/LGALS9/ANXA1/EBI3/IGF1/MDK/EPO/IGF2/CCL5/ADAM8	13
BP	GO:0010818	T cell chemotaxis	5/246	28/18903	2.75770435366851e-05	0.000331541918937311	0.000221287902378035	ADAM10/CCL21/WNT5A/CCL5/CCL3	5
BP	GO:0060512	prostate gland morphogenesis	5/246	28/18903	2.75770435366851e-05	0.000331541918937311	0.000221287902378035	MMP2/SULF1/SFRP1/WNT5A/TNC	5
BP	GO:0019221	cytokine-mediated signaling pathway	19/246	496/18903	2.86674968124589e-05	0.000343081899492931	0.000228990271052324	IL1A/IL15/TNF/GAS6/CCL21/PF4/CCL4/EBI3/CSF3/ECM1/C1QTNF4/CX3CL1/PXDN/CCL14/EPO/CLCF1/WNT5A/CCL5/CCL3	19
BP	GO:0008361	regulation of cell size	11/246	183/18903	2.88563608822422e-05	0.000343081899492931	0.000228990271052324	PLXNA3/NTN1/SEMA4B/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	11
BP	GO:0097696	receptor signaling pathway via STAT	11/246	183/18903	2.88563608822422e-05	0.000343081899492931	0.000228990271052324	IL15/TNF/IL13/IGF1/CTF1/F2/TGFB1/EPO/LIF/CLCF1/CCL5	11
BP	GO:0001774	microglial cell activation	6/246	47/18903	3.13934765409054e-05	0.000367891508242934	0.000245549463014248	TNF/IL13/CX3CL1/CST7/C1QA/CCL3	6
BP	GO:0036230	granulocyte activation	6/246	47/18903	3.13934765409054e-05	0.000367891508242934	0.000245549463014248	IL15/TNF/ANXA1/CCL5/ANXA3/CCL3	6
BP	GO:0002761	regulation of myeloid leukocyte differentiation	9/246	122/18903	3.14494229712919e-05	0.000367891508242934	0.000245549463014248	FBN1/FSTL3/TNF/PF4/C1QC/SFRP1/TGFB1/LIF/CCL3	9
BP	GO:0048675	axon extension	9/246	122/18903	3.14494229712919e-05	0.000367891508242934	0.000245549463014248	PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/MEGF8/SEMA3C	9
BP	GO:0014015	positive regulation of gliogenesis	7/246	69/18903	3.15139839463221e-05	0.000367891508242934	0.000245549463014248	PTN/TNF/NTN1/TGFB1/MDK/LIF/CLCF1	7
BP	GO:0014909	smooth muscle cell migration	8/246	95/18903	3.36631268311214e-05	0.000391561713537448	0.000261348159285507	FGF9/PDGFD/PDGFA/IGF1/MDK/CCL5/S100A11/ADAMTS1	8
BP	GO:0070234	positive regulation of T cell apoptotic process	4/246	15/18903	3.41311799328412e-05	0.000394160077934102	0.000263082439550253	LGALS9/WNT5A/CCL5/ADAM8	4
BP	GO:0070831	basement membrane assembly	4/246	15/18903	3.41311799328412e-05	0.000394160077934102	0.000263082439550253	PLOD3/PXDN/LAMB1/LAMB3	4
BP	GO:0060562	epithelial tube morphogenesis	15/246	335/18903	3.53718836545251e-05	0.000406944193017532	0.000271615206747956	TNF/NTN1/LAMA5/LAMA1/SFRP1/CTHRC1/TGFB1/MDK/WNT4/WNT5A/ADAMTS12/SEMA4C/PLXND1/ST14/MEGF8	15
BP	GO:0006953	acute-phase response	6/246	48/18903	3.54907877833416e-05	0.000406944193017532	0.000271615206747956	IL1A/TNF/SERPINA3/F2/EPO/SERPINF2	6
BP	GO:0001738	morphogenesis of a polarized epithelium	8/246	96/18903	3.63160740540628e-05	0.000414930463128334	0.000276945648721352	LAMA5/LAMA1/SFRP1/CTHRC1/LAMA3/GPC6/WNT5A/RSPO3	8
BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	10/246	155/18903	3.65703780615726e-05	0.000416359569308788	0.00027789950671301	IL1A/TNF/TNFSF12/PF4/IGF1/TNFSF10/SFRP1/HYAL2/CX3CL1/FGB	10
BP	GO:0070168	negative regulation of biomineral tissue development	5/246	30/18903	3.91466675391201e-05	0.000441141087890123	0.000294439949870797	GAS6/ECM1/TGFB1/LTBP3/CCL3	5
BP	GO:2000108	positive regulation of leukocyte apoptotic process	5/246	30/18903	3.91466675391201e-05	0.000441141087890123	0.000294439949870797	LGALS9/ANXA1/WNT5A/CCL5/ADAM8	5
BP	GO:0097191	extrinsic apoptotic signaling pathway	12/246	224/18903	3.915777502687e-05	0.000441141087890123	0.000294439949870797	IL1A/TNF/TNFSF12/PF4/IGF1/TNFSF10/SFRP1/HYAL2/NGF/CX3CL1/TGFB1/FGB	12
BP	GO:2000404	regulation of T cell migration	6/246	49/18903	4.00063126781526e-05	0.000449130102609783	0.000299772223735433	ADAM10/CCL21/ECM1/WNT5A/CCL5/ADAM8	6
BP	GO:1990868	response to chemokine	8/246	98/18903	4.21480744027301e-05	0.000469899985209676	0.000313635097449563	CCL21/PF4/CCL4/CX3CL1/CCL14/LOX/CCL5/CCL3	8
BP	GO:1990869	cellular response to chemokine	8/246	98/18903	4.21480744027301e-05	0.000469899985209676	0.000313635097449563	CCL21/PF4/CCL4/CX3CL1/CCL14/LOX/CCL5/CCL3	8
BP	GO:2000146	negative regulation of cell motility	16/246	383/18903	4.48090511352381e-05	0.000495331032043422	0.000330609068726424	PODN/TNF/CCL21/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/CX3CL1/TGFB1/WNT4/FBLN1/ADAMTS9/EMILIN1/DCN/TIMP1	16
BP	GO:0002269	leukocyte activation involved in inflammatory response	6/246	50/18903	4.49709536986364e-05	0.000495331032043422	0.000330609068726424	TNF/IL13/CX3CL1/CST7/C1QA/CCL3	6
BP	GO:0032964	collagen biosynthetic process	6/246	50/18903	4.49709536986364e-05	0.000495331032043422	0.000330609068726424	PCOLCE/F2/TGFB1/WNT4/EMILIN1/SERPINF2	6
BP	GO:0010820	positive regulation of T cell chemotaxis	4/246	16/18903	4.50440696426824e-05	0.000495331032043422	0.000330609068726424	ADAM10/CCL21/WNT5A/CCL5	4
BP	GO:0072678	T cell migration	7/246	73/18903	4.55387533958023e-05	0.000497375808275508	0.000331973856155661	ADAM10/CCL21/ECM1/WNT5A/CCL5/ADAM8/CCL3	7
