hgnc_symbol	affy_hugene_2_0_st_v1
MTCO2P25	NA
MIR3974	16748831
MIR920	16749227
ZNF282	17053066
ZNF282	NA
RNU6-251P	16761917
RN7SL38P	NA
RNU1-149P	NA
	16762885
	16763075
RNA5SP354	16762571
CHCHD2P5	NA
MIR4302	16762452
MIR4302	17118892
RNA5SP357	16749893
	16763097
RNA5SP360	16750207
DESI2	16679546
DESI2	NA
RN7SKP262	16762443
	16745026
SCPEP1	16836333
SCPEP1	NA
RNA5SP356	16762796
RNA5SP361	16976131
RNA5SP361	16750323
	16763456
	16745031
LINC02679	16715992
RNA5SP358	16763093
RNA5SP359	16763095
RNU1-146P	16748974
ATP13A4	NA
ATP13A4	16962799
RNU6-472P	16763073
MIR1293	16764598
RNU6-1093P	16764600
	16749745
NUTM2B-AS1	NA
NUTM2B-AS1	17120512
NUTM2B-AS1	16715997
NUTM2B-AS1	17120552
SNORA2A	16763966
SNORA2B	16763968
SNORA2C	16763964
MIR1291	16763964
	16763215
RNU6-1069P	16763000
RNU6-333P	16765190
RNU6-400P	16749873
IGHMBP2	16728153
IGHMBP2	NA
	16765486
RN7SKP289	16751898
RNU6-871P	16766862
	16753297
RNU6-279P	17118898
RNU6-279P	16766860
EXT1	17080450
EXT1	NA
RNU4-20P	16766870
	16766872
MIR8071-1	NA
MIR1228	NA
RNU6-595P	16766912
	16753404
RNU1-83P	16766940
MIR6125	NA
SLC26A9	16698590
SLC26A9	NA
RN7SL804P	NA
RNU6-769P	17102900
RNU6-769P	16751159
	16754164
MIR6757	NA
RNU6-1012P	16767638
RNU6-238P	16751161
	16751163
RN7SKP172	16754410
	16754132
	17118874
	16754956
	16978292
DENND2A	17063601
DENND2A	NA
MIR1252	16754563
RNU7-120P	NA
RNU1-117P	16754958
MIR3913-1	16767367
SNORA70G	16767324
	16767640
RNA5SP363	16767977
RN7SL737P	NA
MIR3913-2	16753962
RNU7-4P	16753888
MIR617	16768004
MIR618	16768006
MIR4699	16754756
MIR331	16755265
RNA5SP365	16754968
	16755079
MIR8071-2	NA
	16755289
RNU6-148P	16754970
	16755261
RNU6-808P	16755263
MIR5700	NA
	16755099
MIR4495	16768911
BEGAIN	NA
BEGAIN	16796727
	16827735
RNU6-1329P	NA
RNU6-977P	16754831
RNU6-768P	16769106
	16768541
RN7SL88P	NA
RN7SL483P	NA
DNAJB5	17084565
DNAJB5	NA
RNA5SP367	16755824
MIR3685	16755267
RNU4-24P	16768888
RNU6-1183P	NA
RNU5E-5P	16755822
SMG1P7	17121458
SMG1P7	16827741
SMG1P7	17121462
SMG1P7	16827748
	16755820
	16768463
RNU4-41P	16768921
RNA5SP369	16755906
	16768103
MIR7844	NA
RN7SL330P	NA
MIR1279	16767362
RN7SL793P	NA
RNU6-735P	16768721
MIR4303	16768913
RNU6-101P	16769194
RNY1P16	16755900
RNA5SP368	16755902
RNU6-172P	16769196
RNU6-36P	NA
	16756226
RN7SL630P	NA
RNU6-1068P	16755818
	16756576
RNU6-247P	16768757
	16768896
MIR4472-2	NA
	16756473
	16757541
MIR6761	NA
MIR6760	NA
RNU7-94P	16769596
EXOSC6	16827761
MIR1302-1	16770469
MIR619	16769838
MIR1827	16755600
	16771030
RNU6-1188P	16757584
	16769078
RN7SL279P	NA
RNA5SP373	16757090
	16769807
RNA5SP371	16769644
MIR620	17118900
MIR620	16770778
BEND3P3	NA
RN7SL176P	NA
RN7SKP263	16768563
RN7SKP11	16768894
RNU6-1088P	16771277
	17045538
	16770254
RNA5SP374	16757734
RN7SL865P	NA
	16716181
RNU7-170P	16758202
MTMR9	17065726
MTMR9	17117790
MTMR9	NA
RNA5SP372	16756625
WAPL	NA
WAPL	16716185
MIR7107	NA
	16772334
DDX19B	NA
DDX19B	16820720
RNU1-104P	16759062
RNA5SP376	16772527
RNA5SP376	16759283
	16770731
	16759714
MIR3612	16759099
RNU6-717P	16772850
RN7SL508P	NA
MIR3922	16756224
MIR1251	16755487
RNU6-361P	16769861
	16768909
MIR135A2	16755489
VASH1-DT	16795009
VASH1	16786801
VASH1	NA
MAN1B1	17091571
MAN1B1	NA
RNF126P1	16836349
LINC02525	17015152
LINC02525	NA
PRAM1	16868162
PRAM1	NA
	16795013
PLCH1-AS1	16947223
PLCH1-AS2	16947226
VASH1-AS1	16795017
VASH1-AS1	16795013
RPS27AP8	NA
FAM135A	NA
FAM135A	17010104
DPPA2P3	16962866
RPL6P7	NA
AKAP1	NA
AKAP1	16836351
ANGEL1	16795021
ANGEL1	16795017
ANGEL1	NA
GMNC	NA
GMNC	16962689
ZNF398	17053051
ZNF398	NA
SMCO1	16963368
LINC01142	16696328
ZNF414	16868177
ZNF414	NA
SLC45A3	16698521
MAPK10	NA
	16960736
RNU6-780P	16706830
	16959840
WAPL-DT	16706832
CYP2C58P	NA
RPL7AP24	NA
RPL7AP52	NA
RPL9P15	NA
CYP2C9	NA
CYP2C9	16707757
ETV5	16962380
ETV5	NA
MYH16	17048842
MYH16	17124860
MYH16	17124614
MYH16	17124866
MYH16	17124862
MYH16	17124864
MYH16	17124616
MYH16	NA
RPL22P2	17121110
RN7SKP17	16786843
	16795042
RN7SL356P	NA
ILDR2	16695956
ILDR2	16695960
ILDR2	NA
IRF2BPL	16795047
LINC02288	16786853
	17098113
	16795051
	17088780
	17088787
	17088803
	17125152
	17088790
SYNGR4	16863760
SYNGR4	NA
LINC02289	NA
LINC02289	16795057
OR1J1	17098115
BCLAF3	17109644
BCLAF3	NA
OR1J2	17088794
OR1J4	17088797
TDH-AS1	17074635
OR1N1	17098118
OR1N2	17088799
KDELR1	16873949
OR1H1P	17125152
OR1Q1	17088809
OR1B1	17098124
LRRC74A	16786820
LRRC74A	NA
MTND4P20	NA
CYP2C59P	NA
OR1L1	17088813
CYP2C60P	NA
TLK1P1	NA
	17062219
FAM167A	NA
CYP2C8	16716751
CYP2C8	NA
GLIS3	NA
SVOPL	NA
SVOPL	17063340
RNU6-98P	17114239
HS6ST2-AS1	17107017
NAA20P1	NA
USP26	17114256
USP26	NA
GRWD1	16863783
RHOXF1P3	17106620
	17114960
LINC02154	17109142
OR7E158P	NA
	17102639
GNL3L	17104001
GNL3L	NA
C3orf33	16960740
ALG1L9P	NA
DEFB108B	17123482
DEFB108B	16728529
RNA5SP342	17074728
RNA5SP342	16741561
RNA5SP342	17074771
DEFB130B	17074768
DEFB130B	17074725
DEFB130C	17074768
DEFB130C	17074725
RNA5SP253	17074728
RNA5SP253	16741561
RNA5SP253	17074771
DEFB131B	NA
DEFB108D	NA
MSI2	16836375
MSI2	NA
CKB	16796998
CKB	NA
	17074730
OR7E128P	NA
	16959311
INSC	16722339
INSC	NA
RAP2B	16947113
PRR13P1	NA
LINC01675	16695940
FGFR1	17076412
FGFR1	NA
	16946276
LINC02815	NA
	17058290
	16960740
	16960752
LINC01222	16697664
SNRPGP3	NA
KCNJ14	16863793
LINC01998	16960465
	16716771
RRP15	16677547
ETV5-AS1	16949271
PAWRP1	NA
	16716779
RPS3AP36	NA
MKLN1	17051672
MKLN1	NA
GAPDHP47	NA
ALDH18A1	16716846
ALDH18A1	NA
	16873957
EPHB3	16949062
EPHB3	NA
RPL7AP82	NA
ZNF169	17087012
ZNF169	NA
ARF4-AS1	NA
TMEM59	16687487
TMEM59	NA
ST13P15	NA
COA8	16789289
COA8	NA
SULT2B1	16863820
SULT2B1	NA
ARF4	16955442
ARF4	NA
ENTPD1	NA
ENTPD1	16707791
VDAC1P11	NA
	17087028
PTMAP12	17125300
PTMAP12	17096018
YRDCP1	NA
RNU6-669P	17087052
FBP2	17096020
SPACA4	16863830
RPL18	16873987
RPL18	NA
FBP1	17096030
	16962759
RBM43P1	NA
TMSB15B-AS1	NA
TMSB15B-AS1	17113038
LIPH	16962316
LIPH	NA
CEP57L1	17011496
CEP57L1	NA
RPS3AP28	NA
EOLA2-DT	17125686
EOLA2-DT	17107643
EOLA2-DT	17125684
EOLA2-DT	17125570
EOLA2-DT	17125682
EOLA2-DT	17125692
EOLA2-DT	17125580
EOLA2-DT	17125688
EOLA2-DT	17125572
EOLA2-DT	17125576
EOLA2-DT	17125690
EOLA2-DT	17125578
COPG2	17062906
COPG2	NA
PRKD1	16791580
PRKD1	NA
	16801280
MEGF9	17097869
PIGBOS1	16809606
LOXL4	16717272
PIGB	16801283
PIGB	NA
CUEDC1	16846962
CUEDC1	16846964
CUEDC1	NA
AHCYP2	NA
FBXW2	NA
FBXW2	17097880
	17110127
DANT1	17106385
	16708111
MIR1287	NA
MIR4685	NA
LINC02620	16718244
CHMP1B2P	17125700
CHMP1B2P	17125628
CHMP1B2P	17125626
CHMP1B2P	NA
	16708987
	16708981
	16708984
SORCS3	16708990
SORCS3	NA
EIF5A2	16961475
	17112555
	17112545
	16783038
	17104196
GLE1	17089711
GLE1	17089733
GLE1	NA
	17106681
HS6ST2	17114241
HS6ST2	NA
LMX1A-AS2	16673233
DMAC2L	NA
DMAC2L	16783983
	16673652
SORCS3-AS1	16718248
LINC01221	16675627
MIR628	16809645
MCMBP	16718983
MCMBP	NA
DHX9-AS1	16697043
LARP7P1	NA
RSL24D1	16809587
RSL24D1	NA
SPRY3	NA
SPRY3	17108597
SPRY3	17116681
ISCA1P2	NA
	16820720
	17114304
SEPTIN2	NA
SEPTIN2	16893449
MIR363	17114308
MIR363	17114306
MIR92A2	17114308
MIR92A2	17114306
MIR92A2	17114310
MIR19B2	17114308
MIR19B2	17114312
MIR19B2	17114306
MIR19B2	17114310
MIR20B	17114314
MIR20B	17114308
MIR20B	17114312
MIR20B	17114306
MIR20B	17114310
MIR18B	17114316
MIR18B	17114314
MIR18B	17114308
MIR18B	17114312
MIR18B	17114306
MIR18B	17114310
MIR106A	17114316
MIR106A	17114314
MIR106A	17114308
MIR106A	17114312
MIR106A	17114306
MIR106A	17114310
H2AL1Q	17125448
H2AL1Q	17125446
CACYBP	NA
CACYBP	16674089
CCDC160	17107023
KLHL6-AS1	16948569
SPHK2	16863834
SPHK2	NA
DDX19A-DT	16827787
	16949452
VEZF1	17123360
VEZF1	16846976
IGBP1-AS1	17111801
VEZF1P1	17123360
DGAT2L6	17104427
CD96	NA
CD96	16943789
FOXO1B	NA
DDX19A	16820737
DDX19A	NA
SNORD63B	17000518
SNORD63	17000520
	16989802
RN7SL581P	NA
AWAT1	17104437
HSPA9	17000485
HSPA9	17000518
HSPA9	17000520
HSPA9	NA
	16846993
	16846985
RNA5SP507	17104448
P2RY4	17111804
DIO2	NA
DIO2	16795285
ARR3	17104450
ARR3	NA
SRSF1	16846993
SRSF1	NA
SEC23IP	16709894
SEC23IP	NA
FAM180A	17063221
RTN1	NA
RTN1	16793532
IGSF9B	16746348
IGSF9B	16746341
IGSF9B	16746343
IGSF9B	NA
DYNLL2-DT	16847003
LINC01035	16675236
RAB41	17104471
DYNLL2	16836404
	16676523
LINC00210	16677530
TBXAS1	NA
TBXAS1	17052252
MSX2P1	16836412
	16697484
EPX	16836416
TMCC2-AS1	16698460
DBP	16874005
DBP	NA
KIF4A	17104484
KIF4A	16991460
KIF4A	NA
ANKRD40CL	16846723
ANKRD40CL	NA
ANKRD40CL	17121874
PPP1R12B	17125726
PPP1R12B	16676008
PPP1R12B	17125754
PPP1R12B	16676049
PPP1R12B	17125756
PPP1R12B	NA
MIR4682	16709925
NACAP2	NA
IFIT5	NA
IFIT5	16707202
	16960250
NME2	NA
CA11	16874012
CA11	NA
TTC12	16731339
TTC12	NA
CH25H	16716371
LIPA	NA
U2SURP	16946545
U2SURP	16946553
U2SURP	NA
CHP1	NA
ST3GAL2	16827793
ST3GAL2	NA
SEC1P	16863858
SEC1P	NA
CDKN3	16784299
CDKN3	NA
FUT2	16863864
FUT2	NA
MAMSTR	16874032
RPS27P26	NA
RNU6-23P	NA
TMEM205	16868920
TMEM205	NA
SNX11	16835386
SNX11	NA
FCSK	NA
FCSK	16820753
OIP5-AS1	NA
TCTN3	16716870
TCTN3	NA
TRAPPC2LP1	NA
RNY4P23	17104519
GDPD2	17104521
	16799793
OIP5	16807605
MT1P1	NA
NUSAP1	16799793
NUSAP1	NA
UBAP1	17084428
RNU4-81P	17104573
CCDC159	NA
CCDC159	16858435
DLG3-AS1	17111820
PDZD11	17111808
RAPGEFL1	16834015
RAPGEFL1	NA
SLC35B3	17015477
IFIT3	16707184
IFIT3	NA
BTK	17112735
BTK	17112729
BTK	NA
OGDHL	16714170
OGDHL	NA
SWSAP1	16858464
RPL35AP2	NA
RNA5SP282	17093395
RNU2-50P	17093415
SERPINH1P1	NA
EPOR	16868928
EPOR	NA
NUDT2	17084439
ROS1	17022996
ROS1	NA
MYORG	17093417
MYORG	NA
LINC02230	16986088
	16986091
	17093439
FOXD1	16997146
KIF24	17093397
KIF24	NA
PHC1	NA
PHC1	16748061
PHC1	16765683
FOXD1-AS1	16986098
LINC01385	16986101
LINC01386	16997150
FUNDC2P1	NA
ANKRA2	16997155
ANKRA2	NA
PTPN14	16699174
PTPN14	NA
LINC00689	NA
LINC00689	17054190
HTR5A-AS1	17064758
ZNF483	17088067
ZNF483	NA
SF3B3	16820818
SF3B3	16820787
SF3B3	NA
	17055900
	17062536
VIPR2	17065017
VIPR2	NA
MAPK6P6	NA
RPL21P89	NA
TIMM23B-AGAP6	16714259
TIMM23B-AGAP6	16704909
TIMM23B-AGAP6	16714240
TIMM23B-AGAP6	NA
TIMM23B-AGAP6	16713655
NDEL1	NA
NDEL1	16830988
SGMS1	16714323
SGMS1	NA
RNU6-1194P	16950194
RN7SKP144	16950203
RNU4ATAC17P	16950390
MIR563	16938131
RNU6-905P	16951077
RN7SL147P	NA
RN7SL120P	NA
MIR4791	16951450
MIR3135A	17125866
RNU6-788P	16951544
	16938335
	16937162
	16951795
	16951857
RNU4-85P	16938269
UTP15	NA
UTP15	16986117
RNU6-822P	16951502
MIR466	NA
MIR548AY	NA
RGL3	16868940
RGL3	NA
RNU6-815P	16951504
RNA5SP124	16937941
RNU6-243P	16952101
PTGR1	17097211
PTGR1	NA
RN7SL296P	NA
RNA5SP127	16938579
RNA5SP128	16952029
RN7SKP227	16938897
RNU7-110P	16938761
MIR128-2	16938870
	16952198
RNU6-235P	16952273
	16799811
	16952785
RNU6-922P	16951542
RNU5B-3P	16952767
RNU7-73P	17051439
RNU7-73P	16952200
RNU6ATAC4P	16952146
NDUFAF1	16807613
NDUFAF1	NA
MIR4787	NA
ARHGAP5	NA
ARHGAP5	16783215
RNU6-367P	17119342
RNU6-367P	16939836
RNU6ATAC29P	16954606
	16942036
RNU6-856P	16954898
RNU6-1181P	16942038
RNU6ATAC16P	16941659
RNU6-108P	16955440
SNORD19	16941687
SNORD19C	16941689
SNORD69	16941691
RNU6ATAC26P	16942050
	16955793
MIR4272	16942520
RNU6-483P	16942040
RNA5SP135	16942552
RN7SL863P	NA
RNU6-139P	16942323
RNA5SP134	16942367
RN7SL647P	NA
RNU6-1270P	16956283
RNU7-119P	16956314
RNU2-64P	16942687
	16955666
RNU7-19P	16942679
MIR548BB	NA
	16955664
RNU2-10P	16955668
MIR8064	NA
MIR1324	16719947
MIR1324	16982413
MIR1324	17100965
MIR1324	16942720
RN7SKP284	16942887
RNA5SP131	16941065
RNU6-739P	16942448
RN7SL271P	NA
TOMM6	17008534
	16942956
RNU6-1169P	16807625
RNU6-281P	16942618
ITPKA	16799839
	16942981
RN7SL751P	NA
RNU6-873P	16956557
MIR3923	16942804
MIR3136	16956053
RNU2-28P	16942825
LINC02814	16700254
LINC02814	NA
MIR4273	17100837
MIR4273	16942741
RN7SKP61	16942795
	16943233
RNU6-1129P	16942885
MIR548AB	16956978
MIR3921	16956769
RNU6-1236P	16943743
FMO9P	16673307
MIR138-1	16939838
RNU6ATAC15P	16957283
RNU6-712P	16942983
MIR4445	16943756
RNU6-461P	16956976
MIR5787	NA
RNU6-1127P	16957769
TRIM34	NA
RN7SL815P	NA
RN7SL582P	NA
RNU1-43P	16943535
MIR8076	NA
MIR5682	NA
MIR4447	16957694
RNU5E-8P	16957696
	16958504
RNU6-557P	16956281
RNA5SP137	16958425
RN7SL767P	NA
LTK	16807627
LTK	NA
NEK2	16698984
NEK2	NA
MIR567	16943936
	16943761
MIR4446	16944094
	16957252
	16958081
MIR6825	NA
MIR7976	NA
RNU6-1047P	16958730
RNU6-1200P	16944289
	16958728
MIR7110	NA
	16704957
RNU7-107P	NA
	16941687
SHQ1P1	NA
	16716295
SNORD19B	17119348
SNORD19B	16941689
	16707004
RNU6-1284P	16959575
RNA5SP142	16959594
	16716298
RNU6-789P	16959577
RN7SKP124	16959835
RPS26P38	NA
PAPSS2	16707009
PAPSS2	NA
RN7SL724P	NA
	16947171
	16960640
RN7SL300P	NA
AANAT	16838073
AANAT	NA
RNU6-509P	16959866
RNU1-30P	16958616
RN7SL715P	NA
RNA5SP144	16960109
	16943575
RNU6-425P	16946483
MRM3P2	NA
	16943577
	17061843
RN7SKP46	16960876
RNU6-1294P	16959981
RNU1-100P	16959983
RNU6-1308P	16943579
	16947343
	17050903
	17050908
RN7SKP298	16961186
RNU6-901P	16960638
RNU2-20P	16947778
RN7SKP177	16947331
	16961157
	16947087
RNU6-1098P	16946833
RNU7-82P	NA
	16944924
MIR6828	NA
MIR569	16961547
	16947953
MIR551B	16947780
	16947137
RN7SKP52	16961740
	16961745
RNU6-315P	16947871
RNU6-1120P	16961747
RNU6-547P	16948016
SNORD111B	16820818
RNU6-637P	16961370
SNORD111	16820820
RN7SL215P	NA
	16949447
	16949650
MIR1263	16961092
MIR7977	NA
SNORA63D	16948561
SNORA63D	16948563
COL28A1	NA
COL28A1	17055140
RAB6A	16741925
RAB6A	NA
RNU6-348P	16961549
RN7SKP40	16948130
RN7SKP265	16948476
	16961732
RNA5SP151	16962083
RNU6-486P	16948364
ZNF652	NA
ZNF652	16846398
RNU6-910P	16963338
RNU6-505P	16960225
RNU1-70P	16961485
MIR944	16949562
	16961646
NDRG2	NA
NDRG2	16790143
RNU6-720P	16960440
RNA5SP147	16948150
	16948563
	16948565
RNU4-4P	16961648
RN7SL703P	NA
AARS1	16827764
AARS1	16827761
AARS1	NA
RNU6-681P	16961734
RNU6-507P	NA
	16949741
	16948567
RNU4-91P	16948134
SNORA63E	16948567
SNORA63E	16948565
RNU6-1317P	16948138
RN7SKP296	16949615
RNA5SP150	16961947
	16679646
	16948362
RNA5SP146	16960842
RNA5SP148	16961756
C1orf53	16675533
RNU6-1279P	16963356
MIR28	16949503
RN7SL434P	NA
RN7SL738P	NA
RN7SL447P	NA
MIR570	16949909
MIR922	NA
RNU6-1109P	16962659
RN7SL141P	NA
	16949940
ADGRG7	16943350
ADGRG7	NA
	16675231
ITLN2	16695478
ITLN2	NA
USP12P1	NA
M6PR	16760981
M6PR	NA
SAR1B	17000079
SAR1B	NA
	16677535
	16676298
PRELP	16676167
	17088081
LRRC37A5P	17097231
LRRC37A5P	NA
	16943373
GMFBP1	NA
RNU6-865P	16943393
	16960266
	16673246
PIP5K1P2	NA
DNAJC25	NA
DNAJC25	17088084
CPA3	16946744
CPA3	NA
ODAD3	16868968
ODAD3	NA
KLLN	16716320
RAB4A	NA
RAB4A	16678536
MIR339	17054323
RNU6-215P	17043228
	17054730
ARID5B	NA
ARID5B	16705199
RN7SL851P	NA
RNU6-218P	17043371
RPAP1	NA
RPAP1	16807651
MIR4656	NA
MIR3683	17055134
	17043645
	17055138
RNU6-534P	17043586
	17055340
	17043651
RN7SKP228	17043767
	17055542
MIR3146	17055638
RNU1-15P	17044054
DNAJC25-GNG10	NA
	17044007
MIR1183	17044069
RN7SL542P	NA
RNA5SP228	17044370
SNORD65C	17044296
	17044405
RNU6-1103P	17044380
MIR550A1	17044793
KLRG1	16748095
KLRG1	NA
MIR550B1	17056326
	17045003
	17045128
RNU6-438P	17056562
GNG10	NA
	17056699
MIR550A2	17044999
MIR550B2	17056491
RN7SL83P	NA
RN7SL132P	NA
SNORA20B	17056944
MIR1200	17056785
RNU6-565P	17045249
	17045251
	17045253
RNU6-1097P	17057303
MIR3943	17045536
RNU7-35P	17045538
RNU6-575P	17057054
SNORA5A	17057460
	16946759
SNORA5C	17057460
SNORA5C	17057462
SNORA5B	17119670
SNORA5B	17057462
UBQLN4P1	NA
SNORA9	17057422
RN7SKP218	17057859
RN7SL292P	NA
RNU2-29P	17046096
RNU1-14P	17046094
SNORA22B	17046280
SNORA15	17046526
SNORA15	17046282
SNORA15	17046588
RNU6-1125P	16996066
RNU6-1125P	17046127
RNU6-1052P	17058000
RNU6-1335P	17057993
RNU6-1013P	17088098
	17057850
RPL26P6	NA
RNU6-417P	17058072
UGCG	17088100
UGCG	NA
UGCG	17088116
	17058077
MSS51	16715494
SNORA22	17046586
GYG1	NA
GYG1	16946762
SNORA15B-2	17046526
SNORA15B-2	17046588
RNU6-912P	17046590
RNU6-229P	17058303
	16761000
RNA5SP231	17058288
RNA5SP232	17058333
RNU6-973P	17058174
RNU6-832P	17046774
HNRNPA1P34	NA
RNU6-313P	17046652
MIR3914-1	17058314
MIR3914-2	17046834
RN7SKP75	17058316
RNA5SP234	17047772
RN7SL869P	NA
RNU6-849P	17059096
VDAC2P2	NA
	17059442
RN7SL35P	NA
LINC00612	16761004
RNU6-274P	17059584
RNU6-10P	NA
RN7SKP129	17048574
MIR4652	NA
RNU4-16P	17048603
RNU6-956P	17048572
A2M-AS1	16748111
ENTR1P2	NA
RN7SKP104	17060059
MIR5692A1	NA
MIR5692C2	NA
TOMM20	16700703
TOMM20	NA
RNA5SP235	17047851
RNU6-532P	17048665
RNU6-364P	17048667
RN7SL478P	NA
PPP3CB	16715505
PPP3CB	NA
KRT17P8	16748115
	17049060
RNU7-188P	17048672
BTG1P1	NA
MIR591	17059999
	17059577
RN7SL252P	NA
RNU6-1104P	17060921
PZP	16761063
PZP	NA
RNU6-1311P	17000098
	17060959
RNA5SP236	17061586
TADA1	16695944
	17062047
SEC24A	16989293
SEC24A	NA
SNORA25B	17062039
RNU6-581P	17050776
RN7SKP277	17050845
RNA5SP241	17062251
MIR129-1	17051150
RNU6-517P	17062253
MIR4653	17119650
MIR4653	17049700
MIR593	17051145
	17049062
RNA5SP237	17061949
MIR592	17062578
MIR183	17062806
MIR183	17062804
MIR4668	17088116
MIR182	17062802
RNU1-29P	17062217
MIR96	17062806
MIR96	17062804
RNA5SP240	17062249
	17051497
RNA5SP245	17051502
SHOC1	17097240
SHOC1	NA
RNA5SP244	NA
MIR3654	17063066
RNU6-223P	17052038
	17063336
RNU6-92P	NA
	17052111
	17052109
RNU6-1154P	17063192
RNA5SP246	17062913
ELAVL3	16868986
ELAVL3	NA
RNU6-797P	17063534
RN7SKP223	17052100
MIR4468	17052104
	17063240
	17119678
CALCOCO2	16835447
CALCOCO2	NA
RNU6-911P	17052242
RNU1-72P	17051472
	17062037
RNU1-82P	17052392
RNU1-58P	17052291
REN	16698286
RNU4-74P	17052346
RNA5SP247	17052293
RNA5SP248	17063573
	17063364
	17063532
RN7SL76P	NA
RN7SKP280	17053878
	17053709
MIR5707	NA
RN7SKP174	17064083
MIR3907	17064542
RNU6-604P	17053707
MIR153-2	17064932
MIR595	17064937
MPLKIP	17056966
MPLKIP	17056968
SLC43A3	NA
SLC43A3	16738479
	17056966
THUMPD3P1	NA
SUGCT-AS1	17056973
	17045451
ELOCP2	17121176
TYRO3	17121176
TYRO3	16799852
TYRO3	NA
LINC01653	16677538
	16697272
RNU6-1164P	17000102
RNU6-757P	NA
CAMLG	16989325
CAMLG	NA
HMGB1P11	NA
LYPD9P	16679825
ZNF653	NA
ZNF653	16868995
LINC00303	16698251
LINC00303	NA
DDX46	NA
DDX46	16989332
DDX46	16989367
	16696955
LINC01341	16679665
LINC01341	NA
RNU6-320P	17107321
SEC31B	NA
SEC31B	16717562
CD40LG	17107329
CD40LG	NA
OR2L6P	NA
DHX9	16674767
DHX9	NA
	17090188
GPRACR	17099141
NCS1	17090190
NCS1	NA
CNN1	16858496
CNN1	NA
HLTF	16960271
HLTF	NA
	16894051
RNU6-649P	16876726
MIR7515	NA
RNU6ATAC37P	16876810
	16877427
RN7SKP168	16894733
MIR548S	16877270
MIR548S	17119202
MIR7158	NA
RN7SL140P	16877553
RNU6-1288P	16894608
TPT1P12	NA
	16894777
RNU6-961P	16877553
MIR1244-3	16761116
MIR1244-3	16988297
MIR1244-3	16748449
RN7SKP112	16894153
PTMAP4	17117554
PTMAP4	16761116
PTMAP4	16988297
PTMAP4	16748449
RN7SKP27	16877611
RNU6-1215P	16894808
MIR4262	17119228
LINC00987	16748119
LINC00987	16748122
	16894575
MIR3681	16877290
MIR4757	16877518
RNU6-843P	16894577
ARHGEF6	17114520
RNA5SP88	16895266
MIR3125	16877307
RN7SL117P	NA
RNA5SP87	16895076
	16748122
RN7SL610P	NA
SNORA10B	16822904
SNORA10B	16878674
RNA5SP90	16878729
RN7SKP216	16770681
	16896854
RNU6-1117P	16879063
RNU6-1117P	16913867
RNU6-1117P	16879065
MIR548AD	16879063
MIR548AD	16913867
MIR548AD	16879065
RN7SL602P	NA
RNU6-577P	16896396
OSTF1P1	17120768
RNU4-63P	16879376
	16757532
RN7SL414P	NA
	16770683
RNA5SP91	16896315
RN7SL665P	NA
RNA5SP92	16878992
RN7SL516P	NA
ASS1	17090296
ASS1	NA
TBX5	16770664
TBX5	NA
RNU6-951P	16879239
	16879439
	16897031
RNU4-49P	16897397
RN7SKP208	16897857
RN7SL361P	NA
	16880275
MIR217	16897863
MIR216A	16897865
MIR216B	16897867
MIR4432	16897938
RNA5SP93	16897878
	16807678
RNU1-32P	16880372
RNU6-508P	NA
RNU6-634P	16880254
RNU6-221P	16897768
RNA5SP94	16880370
RN7SL18P	NA
	16880293
LINC02352	NA
RNU6-282P	16897399
RNU7-172P	16897617
	16897517
	16898367
RN7SL341P	NA
RNU6-612P	16880380
	16880756
RN7SL51P	NA
MIR4431	16897509
	16898231
PPP1R3A	17062013
PPP1R3A	NA
	16880046
MIR548BA	NA
RNU6-958P	16879498
RNU6-439P	16897446
RN7SL531P	NA
RNU6-105P	16898909
GAPDHP76	NA
	16881900
	16881895
MIR4778	16898445
RNA5SP98	16881918
UBE2CP4	NA
RN7SKP203	16899457
MIR5000	NA
RNU2-39P	16881430
RNU6-827P	16881949
RN7SL201P	NA
RN7SL211P	NA
RNU6-685P	16882039
RPL21P116	NA
RNU6-812P	16881949
	16881432
RNU6-415P	16812243
RNU6-548P	16880728
	16899570
RN7SKP224	16879956
KASH5	NA
KASH5	16864084
RASGRF1	16812274
RASGRF1	NA
RNU6-674P	16882186
RN7SKP164	16899459
RNA5SP99	16899560
RNU6-1312P	16882046
BTF3L4	16664694
BTF3L4	NA
MIR4435-1	16882576
MIR4435-1	16901825
MIR4780	16900028
MIR4771-1	16882553
MIR4771-1	16901892
RNU6-972P	17107337
RNA5SP100	16692559
RNA5SP100	16882808
RNA5SP100	16974278
	17114546
SNORD61	17114567
RNU6-775P	16897766
RN7SL313P	NA
MIR5696	NA
RNU4-84P	16883378
RNU2-63P	16900018
	17062026
RNA5SP101	16900685
	16883851
ZNF185	17107919
ZNF185	NA
SNORD89	16901197
RNA5SP238	17062029
MIR3666	17050495
BLACE	17064780
RNU6-242P	NA
RNU2-41P	16884825
MIR4265	16901589
MIR4266	16901591
MIR4266	17119238
LINC03010	17053906
MIR1302-3	16902046
RN7SL468P	NA
RNU7-46P	NA
MIR4771-2	16882553
MIR4771-2	16901892
RNU6-744P	16884795
C5orf24	16989369
C5orf24	NA
RNU6-259P	16885275
	16902118
	17053911
RN7SL635P	NA
RNU7-190P	16902141
EN2-DT	17064787
	16885116
RNU6-675P	16902409
EN2	17053917
MIR4782	16902096
RN7SL111P	NA
MIR4435-2	16882576
MIR4435-2	16901825
VTRNA2-2P	16898432
	16902654
