hgnc_symbol	affy_hg_u133_plus_2
RABEP2	74694_s_at
RABEP2	219057_at
RABEP2	
PAICSP6	
DEFB118	233221_at
TMEM209	222267_at
TMEM209	235158_at
TMEM209	
RPS27AP17	
DEFB119	231155_at
DEFB119	1553093_a_at
STS	
STS	203768_s_at
STS	203770_s_at
STS	203767_s_at
STS	203769_s_at
LINC01726	
PAX1	1553492_a_at
PAX1	214401_at
PAX1	231445_at
RALY-AS1	230294_at
RALY-AS1	
RTP4	219684_at
MIR4767	
PNPLA4	209740_s_at
PNPLA4	209739_s_at
ZNF341	1553532_a_at
ZNF341	233362_at
ZNF341	240449_at
LGI3	238061_at
LGI3	
WWTR1-AS1	228629_s_at
WWTR1-AS1	1562765_at
LINC02036	240100_at
KLC2-AS1	
KLC2-AS2	
RAB1B	
RAB1B	220964_s_at
CHIC1	1557786_s_at
CHIC1	228345_at
CHIC1	1559481_at
ICAM1	215485_s_at
ICAM1	202637_s_at
ICAM1	202638_s_at
ICAM1	
IL17RD	227997_at
IL17RD	229263_at
IL17RD	
CIR1P1	
MIR3141	
MIR1303	
RN7SL803P	
ATP1A2	
ATP1A2	203296_s_at
ATP1A2	203295_s_at
THAP5P1	244190_at
FAXDC2	48031_r_at
FAXDC2	48030_i_at
FAXDC2	220751_s_at
FAXDC2	
	1564584_at
RCC2P3	
KIF11	204444_at
OR4E2	
	240312_at
MIR624	
FAM156B	223203_at
BTBD6	225389_at
CD19	206398_s_at
CD19	
CNIH2	230070_at
CNIH2	
OR11H4	
TMEM132D-AS1	1569454_a_at
TMEM132D-AS1	1561757_a_at
DPP6	207789_s_at
DPP6	228546_at
DPP6	1554796_at
DPP6	
ATL1	223340_at
ATL1	
BMP1	
BMP1	205574_x_at
BMP1	207595_s_at
BMP1	202701_at
BMP1	1569001_at
BMP1	1569002_x_at
BMP1	206725_x_at
SCARNA16	
MIR6516	
RNU4-47P	
CYCSP40	
MIR4316	
SCYL2	221220_s_at
SCYL2	
SCYL2	224960_at
SCYL2	224961_at
	1560163_at
ICAM4-AS1	
	1562764_at
ICAM4	207194_s_at
SMCO4P1	
LINC01180	1561400_at
MEIOC	
MEIOC	1562484_at
MEIOC	1557206_at
MEIOC	1564075_a_at
PLIN1	205913_at
PLIN1	
ICAM5	206906_at
ICAM5	
DCAF8L2	
DCAF8L2	1553467_at
YIF1A	202418_at
YIF1A	
COCH	1554242_a_at
COCH	205229_s_at
COCH	
COCH	1554241_at
IL9R	217212_s_at
IL9R	208164_s_at
IL9R	
CCDC43	
CCDC43	225607_at
MIR378H	
ZGLP1	239720_at
ZGLP1	226451_at
ZGLP1	
GEMIN5	225712_at
GEMIN5	
PEX11A	
PEX11A	205161_s_at
PEX11A	205160_at
ZNF133	216960_s_at
ZNF133	37254_at
ZNF133	
	223425_at
	232999_at
RPL11P4	
	1566480_x_at
	1564075_a_at
RN7SL644P	
LINC02636	
DBF4B	238757_at
DBF4B	
DBF4B	206661_at
DBF4B	1555378_at
DBF4B	238508_at
RAVER1	223425_at
RAVER1	
MAGEA6	209942_x_at
MAGEA6	214612_x_at
LINC02347	
LINC02347	1561294_a_at
AIFM2	224461_s_at
AIFM2	228445_at
SAR1A	210790_s_at
SAR1A	201543_s_at
SAR1A	201542_at
SAR1A	
RPL36AP43	
MID1IP1	218251_at
NFATC2IP-AS1	
MIR4517	
MAGED4B	223313_s_at
MAGED4B	221261_x_at
MAGED4B	
JMJD7	222256_s_at
JMJD7	
RNU7-171P	
SPNS1	
SPNS1	223173_at
VTI1BP4	
VCP	208648_at
VCP	208649_s_at
VCP	
	229859_at
TMEM151A	235614_at
ICAM3	204949_at
ICAM3	
CD248	219025_at
RIN1	205211_s_at
RIN1	
METTL18	213528_at
LINC01680	
RN7SL819P	
DNAJC13	212467_at
DNAJC13	1560020_at
DNAJC13	1564627_at
DNAJC13	
RPL6P26	
JMJD7-PLA2G4B	219095_at
JMJD7-PLA2G4B	222256_s_at
JMJD7-PLA2G4B	60528_at
JMJD7-PLA2G4B	
RNU6-661P	
CKS1BP3	201897_s_at
RPL35AP14	
ADAM11	207880_at
ADAM11	239837_at
ADAM11	
LRRC70	238488_at
PLA2G1B	206311_s_at
GABRB2	1557122_s_at
GABRB2	207352_s_at
GABRB2	242344_at
GABRB2	
CALM2P2	
RPS25P9	
PPA1	217848_s_at
PPA1	
CHIA	220630_s_at
BRMS1	215631_s_at
BRMS1	
ZNF808	
ZNF808	1554476_x_at
	243485_at
ADGRD1	
ADGRD1	232267_at
RPL39P34	
ZNF137P	
SSX2	210497_x_at
SSX2	215881_x_at
SSX2	216471_x_at
SSX2	207493_x_at
ZNF611	208137_x_at
ZNF611	238570_at
ZNF611	1559059_s_at
ZNF611	
SPTBN5	220067_at
CHGB	204260_at
CHGB	
TYSND1	225877_at
TYSND1	238802_at
KANK1P1	
TRMT6	222768_s_at
TRMT6	233970_s_at
	1560038_at
RNA5SP309	
SPTLC1P1	
STRN3	215505_s_at
STRN3	204496_at
STRN3	
RPS15AP5	
NSMCE4A	219067_s_at
NSMCE4A	228506_at
NSMCE4A	211376_s_at
NSMCE4A	
GJC1	228776_at
GJC1	208460_at
GJC1	243502_at
GJC1	231048_at
GJC1	228563_at
VCX	211403_x_at
VCX	207281_x_at
B4GAT1	203188_at
EEF1B2P6	200705_s_at
PAXIP1-AS2	1558527_at
PAXIP1-AS2	1569898_a_at
PAXIP1-AS2	228243_at
PAXIP1-AS2	
B4GAT1-DT	
HIGD1B	219719_at
HIGD1B	
SLC29A2	204717_s_at
SLC29A2	1553540_a_at
H2BW2	234899_at
TRPC6P3	
SERTM2	
RGN	210751_s_at
RGN	
DNAJB6	208811_s_at
DNAJB6	208810_at
DNAJB6	209015_s_at
DNAJB6	
ZNF28	
MCM8	231827_at
MCM8	224320_s_at
MCM8	233560_x_at
MCM8	232198_at
CCNI2	
EFTUD2	222398_s_at
EFTUD2	222397_at
EFTUD2	
SPRY4	221489_s_at
SPRY4	
LINC00501	
PABPN1P2	
PRICKLE2-AS2	
ZFP62	227796_at
ZFP62	
	221097_s_at
EEF1A1P23	
HPS6	219052_at
ALG1L15P	223355_at
LDB1	35160_at
LDB1	203451_at
LDB1	
ZNF773	
HGD	205221_at
HGD	214308_s_at
HGD	214307_at
HGD	
HGD	237029_at
MGAT1	1556750_at
MGAT1	201126_s_at
MGAT1	
ZNF549	215315_at
ZNF549	
HIGD1AP17	
RPL21P5	
RNU6-541P	
RNU6-1189P	
RNU12-2P	
RNA5SP393	
MIR4310	
RBM10	215089_s_at
RBM10	217221_x_at
RBM10	208984_x_at
RBM10	
EIF3J	208985_s_at
EIF3J	208264_s_at
EIF3J	238829_at
EIF3J	
ACTN1	211160_x_at
ACTN1	208636_at
ACTN1	208637_x_at
ACTN1	200943_at
ACTN1	
ZNF416	223589_at
ZNF416	234902_s_at
	209881_s_at
	223173_at
	211005_at
ZIK1	
ZIK1	232774_x_at
ZIK1	235773_at
NPIPB10P	
CETN3	209662_at
CETN3	
PPRC1	203737_s_at
PPRC1	
RRN3P2	216908_x_at
RRN3P2	216902_s_at
RRN3P2	243124_at
ZNF134	
ZNF134	206182_at
ZNF134	227729_at
	216908_x_at
	216902_s_at
PRELID1P7	
	1570490_at
	230952_at
	1559297_at
CRYZL2P-SEC16B	1564423_a_at
CRYZL2P-SEC16B	1552880_at
CRYZL2P-SEC16B	228150_at
	1558803_at
TPRG1-AS2	
	1554413_s_at
POGLUT1	222681_at
POGLUT1	218587_s_at
POGLUT1	
ZNF211	
ZNF211	205437_at
SMG1P6	231989_s_at
RNU6-850P	
SLX1B	218317_x_at
SLX1B	233334_x_at
SLX1B	
SLX1B	222094_at
KCNIP1	
KCNIP1	221307_at
BRD9P1	
RNU1-84P	
NPAS4	
NPAS4	1554299_at
	225324_at
	241741_at
	223978_s_at
	233560_x_at
MCM8-AS1	1557334_a_at
RN7SL498P	
CRLS1	225324_at
CRLS1	241741_at
CRLS1	223978_s_at
CRLS1	
IFNG	210354_at
TPRG1LP1	
ZNF527	
ZNF527	244861_at
ZNF527	1570238_at
EXTL2	209537_at
EXTL2	
NOLC1	211951_at
NOLC1	211949_s_at
NOLC1	205895_s_at
PACS1	220557_s_at
PACS1	224658_x_at
PACS1	
PACS1	231222_at
OR7E97P	
TRIM42	1553620_at
SLX1B-SULT1A4	215299_x_at
SLX1B-SULT1A4	209607_x_at
SLX1B-SULT1A4	218317_x_at
SLX1B-SULT1A4	210580_x_at
SLX1B-SULT1A4	233334_x_at
SLX1B-SULT1A4	203615_x_at
SLX1B-SULT1A4	222094_at
RNU6-975P	
	1554281_at
RN7SL827P	
TARDBPP1	216420_at
LRRN4	1553169_at
LRRN4	1553171_x_at
LRRN4	
ZNF569	1569366_a_at
ZNF569	1553696_s_at
ZNF569	
ITPK1P1	
UBA1	200964_at
UBA1	
LINC02412	
SNRNP35	205300_s_at
SNRNP35	
SNRNP35	1554017_at
SNX29P2	1554413_s_at
SNX29P2	
SNX29P2	232485_at
IL1RAP	205227_at
IL1RAP	
IL1RAP	210233_at
RNU1-55P	
	209024_s_at
ANKRD36BP1	
ATRN	212517_at
ATRN	211852_s_at
MIR3680-2	
CA5AP1	207421_at
MYOZ2	207148_x_at
MYOZ2	211476_at
MYOZ2	213782_s_at
	1555798_at
SPN	216981_x_at
SPN	206057_x_at
SPN	206056_x_at
SPN	1568964_x_at
SPN	
ZNF571-AS1	
ZNF571-AS1	229328_at
KIRREL1	220825_s_at
KIRREL1	232467_at
KIRREL1	225303_at
	227000_at
LINC00943	231440_at
LINC00943	
	208118_x_at
	210396_s_at
SMG1P2	231989_s_at
SMG1P2	208118_x_at
ATP6V0A4	220197_at
ATP6V0A4	
PHYHIP	205325_at
PHYHIP	
MOB1B	
MOB1B	225997_at
SLC7A5P1	
TAOK2	204986_s_at
TAOK2	204877_s_at
TAOK2	204878_s_at
CLINT1	201768_s_at
CLINT1	201769_at
CLINT1	230609_at
CLINT1	
CD276	
CD276	1552914_a_at
CD276	224859_at
CD276	1559583_at
ZNF540	238454_at
ZNF540	242697_at
ZNF540	
CCDC103	
CCDC103	228300_at
KCNV2	217522_at
ODAPH	236984_at
ODAPH	
ELOVL3	234513_at
VLDLR	
VLDLR	209822_s_at
POLR3D	208361_s_at
POLR3D	
PITX3	208277_at
MIR548T	
HMGB2	208808_s_at
PRXL2AP1	
	1562029_at
	210679_x_at
ZNF571	
ZNF571	206648_at
AK3P5	
MTND4LP11	
LINC00508	
RPL7AP53	
LINC02826	
PFKP-DT	230675_at
DAGLA	214128_at
PITRM1-AS1	
PITRM1-AS1	1557610_at
LSM3P2	
DDX59	223662_x_at
DDX59	228386_s_at
DDX59	228385_at
DDX59	
ZNF10	
ZNF10	235366_at
ZNF10	216350_s_at
ZNF10	229848_at
RNU6-687P	
KIF18B	222039_at
KIF18B	
	1561340_at
NEFMP1	
MIR548F1	
GAPDHP21	
SELENOKP1	
ZNF607	223680_at
ZNF607	
LINC02571	
MIR6891	208729_x_at
MIR6891	209140_x_at
PITRM1	205273_s_at
PITRM1	
RNU6-283P	
FGFR3P1	
UBR2	212760_at
UBR2	212756_s_at
UBR2	1569140_at
SF3A3P1	
GFRA4	221199_at
GFRA4	234868_s_at
IPO11	
IPO11	244514_at
IPO11	234304_s_at
IPO11	222659_at
IPO11	238488_at
SEPHS1P7	
	235304_at
SH3GLB2	244863_at
SH3GLB2	224907_s_at
SH3GLB2	218813_s_at
SH3GLB2	224432_at
SH3GLB2	
WDR87BP	1568689_at
WDR87BP	1568690_a_at
WDR87BP	
MTND5P22	
SAP30	204899_s_at
SAP30	204900_x_at
INSYN1-AS1	236362_at
INSYN1-AS1	
RNF11P1	
GCSIR	
GCSIR	1562689_at
SMOX	
SMOX	1555680_a_at
SMOX	217074_at
SMOX	210357_s_at
	244278_at
WDR87	224135_at
WDR87	
NIBAN1	
NIBAN1	217966_s_at
NIBAN1	217967_s_at
SCRG1	205475_at
SCRG1	243984_at
ICE2	218713_at
ICE2	228960_at
ICE2	235189_at
ICE2	
ICE2	242639_at
MARCHF4	230112_at
HIRIP3	204504_s_at
HIRIP3	229697_at
HIRIP3	
RNU6-890P	
PRPH2	206625_at
LINC02443	1563300_at
LINC02443	
KIF18B-DT	1570267_at
C1QL1	205575_at
MYRF-AS1	234356_at
MYRF-AS1	1554880_at
ATP6V0CP3	
RN7SL718P	
TBCC	202495_at
LINC01970	1568899_at
RPL5P11	
CYP2S1	223385_at
CYP2S1	
LRRC4	223552_at
LRRC4	
RNU6-1096P	
RN7SKP299	
CD7	214049_x_at
CD7	214551_s_at
CD7	
	1570046_at
MAP7-AS1	
HAND2	220480_at
HAND2	
UBA52P7	
MAP3K5-AS1	236785_at
TMEM258	218213_s_at
TMEM258	
MTND4P3	
PIWIL2-DT	
LPGAT1-AS1	
CNTN1	1554784_at
CNTN1	
CNTN1	227202_at
CNTN1	211203_s_at
CNTN1	227209_at
CNTN1	241190_at
PIWIL2	220686_s_at
PIWIL2	239303_at
PIWIL2	
RNA5SP219	
LINC00607	
LINC00607	1564200_at
MRPL42P4	
MORF4	221381_s_at
PEX7	211033_s_at
PEX7	205420_at
PEX7	
RANP6	
WDR82P2	
NACAP5	
	234378_at
RPL5P6	
MED28-DT	
LHX4	1553156_at
LHX4	232781_at
LHX4	1553157_at
LHX4	
INO80E	227286_at
INO80E	
NCAPG2	219588_s_at
NCAPG2	
MED28	218438_s_at
MED28	227505_at
MED28	222636_at
MED28	227504_s_at
MED28	243668_at
MED28	224416_s_at
MED28	222635_s_at
MED28	228992_at
MED28	235288_at
MED28	235105_at
MED28	
AXL	202686_s_at
AXL	202685_s_at
AXL	
MIR611	
FEN1	204767_s_at
FEN1	204768_s_at
FAM184B	233823_at
OR10J5	
SECTM1	213716_s_at
SECTM1	
LAMC2	207517_at
LAMC2	202267_at
LINC01433	
FERMT1	218796_at
FERMT1	60474_at
FERMT1	229545_at
FERMT1	232479_at
FADS1	208962_s_at
FADS1	208963_x_at
FADS1	208964_s_at
FADS1	
DPP10-AS3	1561618_at
LINC01803	
IQCA1	238584_at
IQCA1	220274_at
IQCA1	1557642_at
IQCA1	
DGKG	
DGKG	206395_at
DGKG	242319_at
RPL7AP37	
SLC35D3	231341_at
DCAF16	228106_at
DCAF16	219717_at
DCAF16	239187_at
RPL35AP3	
	1568974_at
PCDH12	219656_at
PCDH12	
NCAPG	218663_at
NCAPG	218662_s_at
NCAPG	
TMCO6	213550_s_at
TMCO6	221096_s_at
TMCO6	
INE1	207252_at
NDUFB11	218320_s_at
NDUFB11	
MIR3646	
TEX19	241367_at
HNF4A	216889_s_at
HNF4A	208429_x_at
HNF4A	230914_at
HNF4A	230772_at
HNF4A	214832_at
HNF4A	
CYCSP38	
WDR93	232620_at
WDR93	
NUP62CL	220520_s_at
NUP62CL	232960_at
NUP62CL	
	241468_at
OGFOD3	219254_at
OGFOD3	53071_s_at
OGFOD3	64438_at
OGFOD3	
GTF3C6P2	225083_at
MYCLP1	
RNY3P12	
MARK2P9	
DNAJA1P3	
DNAAF6	231389_at
IDE	203328_x_at
IDE	203327_at
IDE	217496_s_at
IDE	241300_at
IDE	
DDX59-AS1	1561741_at
DOLPP1	221817_at
DOLPP1	
	222315_at
DOC2A	205744_at
DOC2A	
CD58	216942_s_at
CD58	211744_s_at
CD58	205173_x_at
C4orf46P2	
KRT18P63	
BOK-AS1	
BRD8	210352_at
BRD8	202227_s_at
BRD8	242265_at
BRD8	
CNGA3	
CNGA3	207261_at
NOCT	220671_at
NOCT	1554283_at
HSPE1P6	
EEF1A1P14	
ATP7A	
ATP7A	205197_s_at
ATP7A	205198_s_at
RPS29P4	
RNU6-132P	
MRPL15P1	
RN7SL34P	
GPA33	205929_at
GPA33	
MESP2	1556014_at
MESP2	1556015_a_at
MRPL57P7	
CCDC97	235495_at
CCDC97	225257_at
CCDC97	225254_at
CCDC97	
KRT18P60	
RN7SKP85	
LINC02413	
RNU6-531P	
	220400_at
RN7SL382P	
PPP1R14BP3	212680_x_at
ANPEP	202888_s_at
ANPEP	
RN7SL311P	
SSH1	1555624_a_at
SSH1	221752_at
SSH1	221753_at
SSH1	1554274_a_at
SSH1	
MIR599	
RNU6-506P	
MIR875	
RNU6-1074P	
RN7SL350P	
MGARP	223734_at
	202331_at
COX6C	201754_at
COX6C	
TMEM91	229957_at
NDUFC1	203478_at
NDUFC1	232146_at
NDUFC1	
HEXD-IT1	
NARF-AS1	
NARF-IT1	
XCL1	214567_s_at
XCL1	206365_at
XCL1	206366_x_at
MIR4731	
MTATP6P26	
H3P9	
RPRM	219370_at
TEKT3	223867_at
TEKT3	
LINC02818	
PKN3	226299_at
LINC01633	
SETP9	
LINC02770	1560187_at
KCNJ10	
KCNJ10	206692_at
KCNJ10	228581_at
KLHL6	1555275_a_at
KLHL6	1560396_at
KLHL6	228167_at
KLHL6	1560397_s_at
KLHL6	
LINC02775	
RMDN1	229843_at
RMDN1	
RMDN1	218549_s_at
RMDN1	238146_at
RMDN1	222665_at
NUF2	
NUF2	223381_at
RNU6-799P	
	1568915_at
RN7SL792P	
	228839_s_at
	1555695_a_at
B9D2	219766_at
B9D2	
NPAP1P2	
CTSLP6	
PGGT1BP2	
BMS1P21	
LINC01209	1561091_at
MBL1P	215110_at
LINC01840	
MIR1908	
LINC00886	230780_at
LINC00886	
RNU6-1214P	
PMP22	210139_s_at
PMP22	
PMP22	243050_at
SFTPD	214199_at
SFTPD	
FADS3	216080_s_at
FADS3	204257_at
FADS3	
RAB33B	
RAB33B	221014_s_at
	239158_at
HNRNPA1P24	
PRDX3P4	
BCKDHA	
BCKDHA	202331_at
METTL15P1	242247_at
RN7SL560P	
ADAMTS9	1554697_at
ADAMTS9	226814_at
ADAMTS9	
ADAMTS9	233785_at
ADAMTS9	220287_at
ZDHHC12	226088_at
SFTPD-AS1	
SLBP	206052_s_at
SLBP	
DZANK1	219951_s_at
DZANK1	1554818_s_at
ZNRF2P3	
	1562272_at
DPY19L2P5	
C1DP3	
C1DP2	
C1DP4	
ZNF783	221876_at
ZNF783	78495_at
ZNF783	1569473_s_at
ZNF783	1556224_a_at
ZNF783	
TMEM254-AS1	232294_at
MAPKAPK5	228925_at
MAPKAPK5	212871_at
MAPKAPK5	
TMEM254	
TMEM254	222545_s_at
TMEM254	218174_s_at
AP3S2	202398_at
AP3S2	202399_s_at
AP3S2	213215_at
AP3S2	
EFCAB10	
ZER1	202452_at
ZER1	202448_s_at
ZER1	202456_s_at
CLEC2L	232173_at
PPP4C	208932_at
PPP4C	
ERICH4	231632_at
SIGLEC8	216328_at
SIGLEC8	216327_s_at
SIGLEC8	208253_at
LINC03008	243171_at
TBC1D13	218596_at
TBC1D13	44696_at
TBC1D13	
TMEM129	225588_s_at
TMEM129	225587_at
TMEM129	
ARL1	201658_at
ARL1	201657_at
ARL1	201659_s_at
ARL1	
GIMAP6	229367_s_at
GIMAP6	219777_at
GIMAP6	
SIGLEC12	
NTAN1P2	
SLC2A3P4	
CPNE3	202119_s_at
CPNE3	202118_s_at
CPNE3	
RPL22P18	
PLAC9	230246_at
PLAC9	227419_x_at
ARPIN-AP3S2	202398_at
ARPIN-AP3S2	202399_s_at
ARPIN-AP3S2	
LETM1	222006_at
LETM1	218939_at
LETM1	
LETM1	233439_at
MIR6746	
RAB3IL1	219579_at
RAB3IL1	
MACROH2A2	
MACROH2A2	218445_at
MACROH2A2	1563319_at
SIGLEC27P	
TUBB8P9	
SLC35F5	
SLC35F5	226381_at
SLC35F5	243065_at
SLC35F5	225872_at
SLC35F5	220123_at
SIGLEC6	206519_x_at
SIGLEC6	206520_x_at
SIGLEC6	210796_x_at
SIGLEC6	
MIR5094	
MIR5009	
RNU6-1111P	
MFSD4A	
MFSD4A	238862_at
MFSD4A	229254_at
MFSD4A	242372_s_at
MFSD4A	239304_at
ARPIN	228666_at
ARPIN	228791_at
ARPIN	217548_at
ARPIN	
PRELID2P1	
TMEM132D-AS2	1560810_at
AP4S1	210278_s_at
AP4S1	210277_at
AP4S1	235647_at
AP4S1	210952_at
CD38	205692_s_at
CD38	
RFC5	
RFC5	203210_s_at
RFC5	203209_at
RFC5	213734_at
MCTS2	
ADNP	201773_at
ADNP	226426_at
ADNP	
RNU7-111P	
ANXA2	201590_x_at
ANXA2	210427_x_at
ANXA2	213503_x_at
ANXA2	
ENDOG	204824_at
MAGEA5P	214642_x_at
MAGEA5P	1553585_a_at
GJA6P	
RS1	207363_at
RS1	216937_s_at
RNU6-1243P	
MYRF	217463_s_at
MYRF	204073_s_at
MYRF	
NPFFR1	221387_at
SPOUT1	222674_at
SPOUT1	218565_at
SPOUT1	
PPEF1-AS1	
BLOC1S6P1	
HAUS1P2	
PHKA2-AS1	
PHKA2	1559705_s_at
PHKA2	209439_s_at
PHKA2	209438_at
PHKA2	
LINC02668	
YPEL3	223179_at
YPEL3	232077_s_at
YPEL3	
TBX19	206838_at
ITGB1	1553530_a_at
ITGB1	230930_at
ITGB1	216178_x_at
ITGB1	211945_s_at
ITGB1	1553678_a_at
ITGB1	215878_at
ITGB1	
B3GNT5	1554835_a_at
B3GNT5	225612_s_at
B3GNT5	
B3GNT5	1556134_a_at
C6orf223	230944_at
C6orf223	239137_x_at
C6orf223	
	234345_at
MRPL14	225201_s_at
HPRT1P1	
FGFBP1	205014_at
TMEM63B	225271_at
TMEM63B	
SIGLEC29P	
GCSHP5	213133_s_at
GCSHP5	213129_s_at
ZNF175	205497_at
ZNF175	243128_at
ZNF175	
WFDC5	242204_at
FGFBP2	223836_at
LINC02329	
LINC00911	241312_at
NR5A2	208343_s_at
NR5A2	208337_s_at
NR5A2	210174_at
NR5A2	1560469_at
NR5A2	
FLRT2	204358_s_at
FLRT2	204359_at
FLRT2	
FLRT2	240259_at
DDX50P2	
EBF4	233850_s_at
EBF4	
LINC01991	
LINC01087	1557843_at
RN7SL48P	
PROM1	
PROM1	204304_s_at
	231056_at
SUPT20HL1	
B3GNT2	222870_s_at
B3GNT2	219326_s_at
MIOXP1	
	1569835_at
GOLIM4	238002_at
GOLIM4	204322_at
GOLIM4	204324_s_at
GOLIM4	
RPL9P33	
UBE2Q2P10	
PTPRN2	203030_s_at
PTPRN2	211534_x_at
PTPRN2	203029_s_at
GLA	214430_at
RAB6C	201047_x_at
RAB6C	210406_s_at
MIR7843	
RPL7P51	
SPACA6-AS1	
GOLGA2P1	
MIR99B	
MIRLET7E	
MIR125A	
OR7E96P	
HAS1	207316_at
HAS1	
LINC01935	
PAPOLA	222035_s_at
PAPOLA	212718_at
PAPOLA	209388_at
PAPOLA	212720_at
PAPOLA	228569_at
PAPOLA	
PAPOLA	215374_at
MIR548I3	
RPS3AP31	
ENPP7P1	
FAM85B	
CNGB3	220304_s_at
CNGB3	222959_at
CNGB3	
LINC02441	
PPP1R7	213465_s_at
PPP1R7	201214_s_at
PPP1R7	201213_at
PPP1R7	
FPR2	210773_s_at
FPR2	210772_at
GDPD3	219722_s_at
GDPD3	
ITPR2	202662_s_at
ITPR2	211360_s_at
ITPR2	202661_at
ITPR2	202660_at
ITPR2	
	222674_at
	206037_at
	218565_at
KYAT1	206037_at
KYAT1	
FPR3	214560_at
FPR3	230422_at
TTLL9	234337_at
TTLL9	234336_s_at
TTLL9	232357_at
TTLL9	
NOVA2	206477_s_at
NOVA2	238904_at
NOVA2	206476_s_at
NOVA2	235560_at
NOVA2	
LINC02803	
SCYL3	41329_at
SCYL3	205607_s_at
SCYL3	231111_at
SCYL3	
ABI1	209028_s_at
ABI1	209027_s_at
ABI1	
RNA5SP468	
	208660_at
RPS18P13	
IL12RB1	206890_at
IL12RB1	239522_at
IL12RB1	1552584_at
IL12RB1	
UBE3C	1554794_a_at
UBE3C	201817_at
UBE3C	1555405_at
UBE3C	
UBE3C	1554793_at
UBE3C	243519_at
SUV39H1	218619_s_at
CAPN11	
CAPN11	207962_at
SFTPC	
SFTPC	211735_x_at
SFTPC	38691_s_at
SFTPC	214387_x_at
SFTPC	205982_x_at
SFTPC	215454_x_at
LINC02729	
MAPK3	212046_x_at
MAPK3	
TM4SF19-AS1	
MYOD1	206657_s_at
KCNC1	230547_at
KCNC1	208477_at
KCNC1	
RNU6-1056P	
GLOD5	231052_at
GLOD5	241564_at
ACAA2P1	202003_s_at
RNU6-29P	202003_s_at
ERAS	
PCSK1N	218952_at
DUSP10	215501_s_at
DUSP10	221563_at
PQBP1	207769_s_at
PQBP1	214527_s_at
PQBP1	210499_s_at
MUC4	217110_s_at
MUC4	204895_x_at
ACAT1	205412_at
ACAT1	1559239_s_at
ACAT1	
ACAT1	1554947_at
CSNK1A1	208867_s_at
CSNK1A1	213860_x_at
CSNK1A1	213086_s_at
CSNK1A1	208865_at
CSNK1A1	206562_s_at
CSNK1A1	208866_at
CSNK1A1	235464_at
CSNK1A1	1556007_s_at
CSNK1A1	1556006_s_at
CSNK1A1	
ALKBH2	225625_at
ALKBH2	
HIPK2	225097_at
HIPK2	225116_at
HIPK2	213763_at
HIPK2	225115_at
HIPK2	219028_at
HIPK2	225368_at
HIPK2	224066_s_at
HIPK2	224065_at
HIPK2	240294_at
POLR1C	207515_s_at
POLR1C	209317_at
CICP4	
PCMTD2	232953_at
PCMTD2	212406_s_at
KIRREL1-IT1	
LINC02802	228158_at
LINC02802	
QRSL1P1	
RPS27P21	
IFITM3P2	
NMNAT2	1552712_a_at
NMNAT2	1556029_s_at
NMNAT2	209755_at
NMNAT2	1562818_at
TAOK3	220761_s_at
TAOK3	
MAST3-AS1	
LRRC8A	224624_at
LRRC8A	233487_s_at
LRRC8A	
	201422_at
	207105_s_at
	1568629_s_at
CYB5AP4	217021_at
PIK3R2	207105_s_at
PIK3R2	1568629_s_at
PIK3R2	
SSTR4	214556_at
THBD	203887_s_at
THBD	203888_at
THBD	237252_at
PHYHD1	
PHYHD1	226846_at
	1569473_s_at
	1556224_a_at
CD93	202877_s_at
CD93	202878_s_at
SLC16A14P1	
LINC00656	1554382_at
OXR1-AS1	
RNA5SP478	
TAGLN2P1	200916_at
RNU7-84P	
ABRA	1552732_at
ABRA	1552731_at
RGS19	204336_s_at
RGS19	
MYL10	221659_s_at
MYL10	221660_at
FZD3	239082_at
FZD3	227524_at
FZD3	227499_at
FZD3	219683_at
FZD3	
CCT8P1	
LINC01139	
LINC01139	235599_at
TARBP1	202813_at
TARBP1	
UQCRFS1P2	
IFI30	
IFI30	201422_at
COPG2IT1	213486_at
MIR6813	
LKAAEAR1	1554977_at
	1569753_at
TAS2R16	221444_at
MIR4288	
RNA5SP259	
EXTL3-AS1	
EXTL3-AS1	1556436_at
FIS1	218034_at
REXO2	239616_at
REXO2	223989_s_at
REXO2	218194_at
REXO2	233613_x_at
INTS9	203941_at
INTS9	
INTS9	237286_at
LINC01727	
CHURC1	226736_at
CHURC1	233268_s_at
CHURC1	223210_at
CHURC1	
WWC1	213085_s_at
WWC1	229180_at
WWC1	241950_at
WWC1	216074_x_at
WWC1	
WWC1	1554511_at
SEPTIN14P21	
SEPTIN14P21	231886_at
MPV17L2	
MPV17L2	223473_at
	229835_s_at
CBX1P3	
ZNF337-AS1	
TCAF2P1	239315_at
TCAF2P1	1564027_a_at
TCAF2P1	1564028_s_at
SLC35A2	207439_s_at
SLC35A2	207440_at
SLC35A2	209326_at
SLC35A2	
GEMIN2	210779_x_at
GEMIN2	205063_at
GEMIN2	211115_x_at
GEMIN2	211114_x_at
GEMIN2	
SRSF8CP	
LY9	210370_s_at
LY9	215967_s_at
LY9	
LY9	231124_x_at
	231089_at
RAB3A	204974_at
RAB3A	
TAS2R3	221456_at
	216989_at
	1561448_at
	239423_at
EEF1A1P10	
CORO1A-AS1	
	231478_at
	211818_s_at
	206791_s_at
	206792_x_at
SSPOP	234349_at
SSPOP	
BOLA2B	209836_x_at
LINC01370	
